cell_type_imm_custom	Gene	key	Pathway	Normal	Tumor	diff
CD8+ T 1	LTBP1	ligands	TGFB	7.944380292950662e-4	3.606384914463815e-4	-4.337995378486847e-4
CD8+ T 1	ACVR2B	receptors	TGFB	0.004601767389265079	0.004164425647085357	-4.3734174217972214e-4
CD8+ T 1	EFNB1	ligands	EPHRIN	0.011586848866415356	0.011139119976924966	-4.4772888949039073e-4
B cells	FGF2	ligands	FGF	4.498034916028198e-4	0	-4.498034916028198e-4
B cells	FZD4	receptors	WNT	4.498034916028198e-4	0	-4.498034916028198e-4
B cells	RSPO3	ligands	WNT AMP	4.498034916028198e-4	0	-4.498034916028198e-4
B cells	VEGFC	ligands	VEGF	4.498034916028198e-4	0	-4.498034916028198e-4
B cells	WNT10B	ligands	WNT	4.498034916028198e-4	0	-4.498034916028198e-4
B cells	WNT6	ligands	WNT	4.498034916028198e-4	0	-4.498034916028198e-4
B cells	WNT9A	ligands	WNT	4.498034916028198e-4	0	-4.498034916028198e-4
B cells	BMPR1A	receptors	BMP	0.0035984279328225583	0.0031352173617427434	-4.6321057107981487e-4
Plasma L	EFNB1	ligands	EPHRIN	0.00644455023247883	0.005978119124211966	-4.66431108266864e-4
B cells	EPHB4	receptors	EPHRIN	0.0031486244412197383	0.0026805038647167464	-4.6812057650299187e-4
Plasma L	EPHB6	receptors	EPHRIN	0.003938336253181508	0.0034610163350700853	-4.773199181114223e-4
Plasma L	FGFR2	receptors	FGF	0.0014321222738841845	9.439135459282051e-4	-4.882087279559794e-4
Plasma K 2	BTC	ligands	EGF	4.912453441246955e-4	0	-4.912453441246955e-4
Plasma K 2	EFNA2	ligands	EPHRIN	4.912453441246955e-4	0	-4.912453441246955e-4
Plasma K 2	EPHA7	receptors	EPHRIN	4.912453441246955e-4	0	-4.912453441246955e-4
Plasma K 2	FST	ligands	TGFB	4.912453441246955e-4	0	-4.912453441246955e-4
Plasma K 2	FZD4	receptors	WNT	4.912453441246955e-4	0	-4.912453441246955e-4
Plasma K 2	WNT3	ligands	WNT	4.912453441246955e-4	0	-4.912453441246955e-4
Treg	MET	receptors	HGF	0.0018533347073795329	0.0013280626119297726	-5.252720954497603e-4
Tconv	BTC	ligands	EGF	6.907296268659146e-4	1.6232955048242279e-4	-5.284000763834918e-4
Tconv	WNT4	ligands	WNT	6.907296268659146e-4	1.6232955048242279e-4	-5.284000763834918e-4
Treg	FZD5	receptors	WNT	0.006644135427240643	0.006110220570947021	-5.339148562936219e-4
B cells	LTBP1	ligands	TGFB	8.996069832056396e-4	3.651987252686751e-4	-5.344082579369644e-4
Plasma L	EFNA1	ligands	EPHRIN	0.011159785967466264	0.010620565184858257	-5.392207826080062e-4
CD8+ T 1	WNT4	ligands	WNT	0.0011916570439425994	6.464377340759626e-4	-5.452193098666368e-4
Tconv	FGFR2	receptors	FGF	0.0013814592537318292	8.116477524121139e-4	-5.698115013197153e-4
Monocyte	ERBB2	receptors	EGF	0.0022359586469675656	0.001628198075140811	-6.077605718267545e-4
B cells	DLL4	ligands	NOTCH	0.0013494104748084594	7.303974505373502e-4	-6.190130242711092e-4
B cells	JAG1	ligands	NOTCH	0.0013494104748084594	7.303974505373502e-4	-6.190130242711092e-4
B cells	JAG2	ligands	NOTCH	0.0013494104748084594	7.303974505373502e-4	-6.190130242711092e-4
Plasma L	EREG	ligands	EGF	0.011685780497715438	0.01106578953938015	-6.199909583352887e-4
Tconv	JAG1	ligands	NOTCH	0.002274214345524582	0.0016508793539240835	-6.233349916004987e-4
Plasma K 1	ERBB4	receptors	EGF	6.269988064766578e-4	0	-6.269988064766578e-4
Plasma K 1	NOTCH3	receptors	NOTCH	6.269988064766578e-4	0	-6.269988064766578e-4
Tconv	EPHB4	receptors	EPHRIN	0.0017268240671647864	0.001068934002685676	-6.578900644791104e-4
Monocyte	FZD8	receptors	WNT	0.008943834587870262	0.008277052492518876	-6.66782095351386e-4
Tconv	WNT2B	ligands	WNT	0.008304087689140727	0.007632662416790582	-6.714252723501448e-4
CD8+ T 1	BMPR1A	receptors	BMP	0.006025782661349893	0.005338263365693271	-6.875192956566217e-4
Plasma K 1	TNFRSF1A	receptors	TNFSF10	0.008831254677220648	0.008141901102896773	-6.893535743238751e-4
Tconv	TGFB2	ligands	TGFB	6.907296268659146e-4	0	-6.907296268659146e-4
Treg	FGFR1	receptors	FGF	0.010350804841999708	0.009657092783030072	-6.937120589696356e-4
Monocyte	FGFR2	receptors	FGF	0.0022359586469675656	0.0015316604669355154	-7.042981800320502e-4
Plasma L	FGFR3	receptors	FGF	0.003222275116239415	0.00251710278914188	-7.051723270975348e-4
Plasma K 2	FZD6	receptors	WNT	0.019733288630796736	0.019018790169907294	-7.144984608894421e-4
Plasma L	WNT16	ligands	WNT	7.160611369420923e-4	0	-7.160611369420923e-4
Tconv	LRRC32	ligands	TGFB	0.003564830770759174	0.0028423539055007544	-7.224768652584197e-4
Tconv	ACVR1B	receptors	TGFB	0.010764995332842395	0.010027816672435496	-7.371786604068991e-4
Plasma L	BMP3	ligands	TGFB	0.0010740917054131384	3.14637848642735e-4	-7.594538567704033e-4
CD8+ T 1	ERBB3	receptors	EGF	0.0015888760585901324	8.267569797991534e-4	-7.621190787909791e-4
CD8+ T 1	ERBB2	receptors	EGF	0.003245249558817161	0.00248027093939746	-7.649786194197008e-4
CD8+ T 1	EFNA3	ligands	EPHRIN	0.003642468573464694	0.0028715501789334315	-7.709183945312625e-4
Plasma L	TNFRSF1A	receptors	TNFSF10	0.00644455023247883	0.00566348127556923	-7.810689569095995e-4
CD8+ T 1	FGF2	ligands	FGF	7.944380292950662e-4	0	-7.944380292950662e-4
CD8+ T 1	WNT5B	ligands	WNT	7.944380292950662e-4	0	-7.944380292950662e-4
Mast	HGF	ligands	HGF	0.013591121187449907	0.012791959542646671	-7.991616448032365e-4
Tconv	LTBP1	ligands	TGFB	0.0013814592537318292	5.819453512384076e-4	-7.995139024934216e-4
Monocyte	PTCH2	receptors	HEDGEHOG	0.03577533835148105	0.034973555096873464	-8.017832546075854e-4
Treg	BMP4	ligands	BMP	0.0018533347073795329	0.0010384064562423737	-8.149282511371592e-4
B cells	FZD5	receptors	WNT	0.017135145941463526	0.016316969487493744	-8.181764539697822e-4
Monocyte	WNT2B	ligands	WNT	0.019195621137379763	0.018357889685602907	-8.377314517768568e-4
Plasma L	DLL1	ligands	NOTCH	0.005579892983733132	0.004719567729641026	-8.603252540921062e-4
B cells	TGFB2	ligands	TGFB	0.0026988209496169187	0.0018259936263433753	-8.728273232735434e-4
Monocyte	ACVR2B	receptors	TGFB	0.020123627822708087	0.019248764077073845	-8.748637456342419e-4
Plasma L	EFNA3	ligands	EPHRIN	0.0046543973901235994	0.0037756541837128204	-8.787432064107791e-4
CD8+ T 1	FGFR3	receptors	FGF	0.003574971131827798	0.002691230933210241	-8.837401986175569e-4
Plasma L	NOTCH4	receptors	NOTCH	0.0021481834108262768	0.00125855139457094	-8.896320162553367e-4
Plasma K 1	FZD8	receptors	WNT	0.001437383007846199	5.427934068597849e-4	-8.945896009864141e-4
B cells	EGF	ligands	EGF	8.996069832056396e-4	0	-8.996069832056396e-4
B cells	TGFA	ligands	EGF	8.996069832056396e-4	0	-8.996069832056396e-4
Tconv	FZD1	receptors	WNT	0.0017268240671647864	8.116477524121139e-4	-9.151763147526725e-4
Plasma L	FZD4	receptors	WNT	0.0025062139792973227	0.0015731892432136751	-9.330247360836476e-4
Plasma L	FZD8	receptors	WNT	0.0025062139792973227	0.0015731892432136751	-9.330247360836476e-4
Plasma K 1	WNT3	ligands	WNT	9.404982097149868e-4	0	-9.404982097149868e-4
Plasma K 1	WNT2B	ligands	WNT	0.003448493435621618	0.0024886874160907953	-9.598060195308228e-4
Tconv	ERBB3	receptors	EGF	0.0013814592537318292	4.196158007559848e-4	-9.618434529758443e-4
Tconv	WNT10B	ligands	WNT	0.0050371328529882405	0.004073617458668853	-9.635153943193878e-4
Plasma L	TGFB3	ligands	TGFB	0.005370458527065692	0.004404929880998291	-9.655286460674012e-4
CD8+ T 1	LGR6	receptors	WNT AMP	0.008011877734587558	0.007035975826018789	-9.759019085687692e-4
Monocyte	MST1	ligands	MST	0.004471917293935131	0.003488995875301738	-9.82921418633393e-4
B cells	WNT10A	ligands	WNT	0.0013494104748084594	3.651987252686751e-4	-9.842117495397842e-4
Treg	FZD1	receptors	WNT	0.0018533347073795329	8.689684670621963e-4	-9.843662403173365e-4
Tconv	IHH	ligands	HEDGEHOG	0.0013814592537318292	3.2465910096484557e-4	-0.0010568001527669836
Plasma L	MST1R	receptors	MST	0.0035803056847104613	0.00251710278914188	-0.0010632028955685812
Plasma L	ERBB4	receptors	EGF	0.0010740917054131384	0	-0.0010740917054131384
Plasma L	EPHA2	receptors	EPHRIN	0.00486383184679104	0.0037756541837128204	-0.0010881776630782196
Treg	NOTCH4	receptors	NOTCH	0.0018533347073795329	7.48750300554975e-4	-0.001104584406824558
CD8+ T 1	EFNA1	ligands	EPHRIN	0.010365325919241232	0.00925699140381899	-0.001108334515422242
Plasma L	WNT9A	ligands	WNT	0.0014321222738841845	3.14637848642735e-4	-0.0011174844252414494
CD8+ T 1	IGF1	ligands	IGF	0.0019860950732376657	8.267569797991534e-4	-0.0011593380934385123
Plasma L	EGFR	receptors	EGF	0.0017901528423552306	6.2927569728547e-4	-0.0011608771450697607
Plasma L	JAG1	ligands	NOTCH	0.003073679004435809	0.0018878270918564102	-0.001185851912579399
Plasma K 1	EPHA4	receptors	EPHRIN	0.0028214946291449604	0.0016283802205793547	-0.0011931144085656057
Plasma K 1	LTA	ligands	TNFSF10	0.0028214946291449604	0.0016283802205793547	-0.0011931144085656057
CD8+ T 1	PTCH1	receptors	HEDGEHOG	0.016750696056833287	0.015514799195705465	-0.001235896861127822
Plasma K 1	EGF	ligands	EGF	0.0012539976129533157	0	-0.0012539976129533157
Monocyte	EPHB6	receptors	EPHRIN	0.026831503763610785	0.025568481161226498	-0.0012630226023842873
CD8+ T 1	FZD2	receptors	WNT	0.0019860950732376657	7.21276982892763e-4	-0.0012648180903449026
CD8+ T 1	FGFR1	receptors	FGF	0.004601767389265079	0.0033070279191966135	-0.0012947394700684655
Monocyte	PTCH1	receptors	HEDGEHOG	0.0022359586469675656	9.303989000804634e-4	-0.001305559746887102
Treg	PTCH2	receptors	HEDGEHOG	0.014057474256758774	0.012750533630595884	-0.0013069406261628901
Plasma K 1	IHH	ligands	HEDGEHOG	0.004572377040229488	0.0032567604411587094	-0.0013156165990707786
Monocyte	MET	receptors	HGF	0.006707875940902696	0.0053893181840721895	-0.0013185577568305068
Monocyte	NOTCH3	receptors	NOTCH	0.006707875940902696	0.0053893181840721895	-0.0013185577568305068
Tconv	ERBB2	receptors	EGF	0.002417553694030701	0.0010965178517855316	-0.0013210358422451696
B cells	BMP6	ligands	BMP	0.0020623321416923723	7.303974505373502e-4	-0.001331934691155022
Plasma L	FGFR4	receptors	FGF	0.003222275116239415	0.0018878270918564102	-0.0013344480243830047
Treg	BMPR1A	receptors	BMP	0.0037066694147590657	0.0023664690681721463	-0.0013402003465869195
B cells	TNFRSF10A	receptors	TRAIL	0.0686765944848261	0.06730154865824112	-0.0013750458265849863
Tconv	BMP3	ligands	TGFB	0.0013814592537318292	0	-0.0013814592537318292
Tconv	FGF9	ligands	FGF	0.0071093217335859845	0.0057244968125929364	-0.001384824920993048
Treg	TGFB2	ligands	TGFB	0.0018533347073795329	4.5909414486757617e-4	-0.0013942405625119567
Treg	WNT11	ligands	WNT	0.0018533347073795329	4.5909414486757617e-4	-0.0013942405625119567
Tconv	BMP6	ligands	BMP	0.0015834847186586675	1.6232955048242279e-4	-0.0014211551681762447
CD8+ T 1	EPHB4	receptors	EPHRIN	0.0026156723160274133	0.001187395471245535	-0.0014282768447818784
Plasma L	FST	ligands	TGFB	0.0014321222738841845	0	-0.0014321222738841845
B cells	EFNA1	ligands	EPHRIN	0.007273288724604483	0.0058157212264594894	-0.001457567498144994
Tconv	EGFR	receptors	EGF	0.002528736330460302	0.001068934002685676	-0.001459802327774626
Plasma K 2	HGF	ligands	HGF	0.0014737360323740863	0	-0.0014737360323740863
Plasma L	WNT4	ligands	WNT	0.013456565490096146	0.011956238248423932	-0.0015003272416722144
B cells	FGFR2	receptors	FGF	0.0022490174580140987	7.303974505373502e-4	-0.0015186200074767484
Plasma K 1	FGF9	ligands	FGF	0.0020643818143228567	5.427934068597849e-4	-0.001521588407463072
Plasma K 2	WNT9A	ligands	WNT	0.002743586825590284	0.0012203295432393403	-0.001523257282350944
B cells	WNT3	ligands	WNT	0.0034117426165008314	0.0018880500202613857	-0.0015236925962394457
Treg	EPHB2	receptors	EPHRIN	0.0037066694147590657	0.002170061366857589	-0.0015366080479014767
Plasma K 1	FGF2	ligands	FGF	0.007837485080958223	0.006288241264109289	-0.0015492438168489336
Plasma L	DLL4	ligands	NOTCH	0.014949526108844166	0.013398840985758451	-0.0015506851230857148
Treg	BMP6	ligands	BMP	0.0018533347073795329	2.896561556873988e-4	-0.001563678551692134
Treg	MST1	ligands	MST	0.0018533347073795329	2.896561556873988e-4	-0.001563678551692134
Treg	WNT4	ligands	WNT	0.0018533347073795329	2.896561556873988e-4	-0.001563678551692134
Plasma K 1	EPHB4	receptors	EPHRIN	0.0015674970161916448	0	-0.0015674970161916448
B cells	EFNA3	ligands	EPHRIN	0.00701017054932339	0.005388466107272804	-0.001621704442050586
Plasma L	FGFR1	receptors	FGF	0.005728489095536738	0.0040902920323555554	-0.0016381970631811826
CD8+ T 2	LGR4	receptors	WNT AMP	0.017773004629742187	0.016130004212116213	-0.001643000417625974
Plasma K 1	EFNA5	ligands	EPHRIN	0.0021944958226683027	5.427934068597849e-4	-0.001651702415808518
Treg	DLL1	ligands	NOTCH	0.0047908007198611095	0.0030659995460541652	-0.0017248011738069443
Mast	EPHB3	receptors	EPHRIN	0.006795560593724954	0.0050594684712404765	-0.0017360921224844773
Mast	EPHB4	receptors	EPHRIN	0.006795560593724954	0.0050594684712404765	-0.0017360921224844773
B cells	IHH	ligands	HEDGEHOG	0.0034117426165008314	0.001674422460668043	-0.0017373201558327884
Plasma K 1	TGFB3	ligands	TGFB	0.005015990451813263	0.0032567604411587094	-0.0017592300106545533
Plasma K 1	BMP2	ligands	BMP	0.003945378233752831	0.0021711736274391395	-0.0017742046063136912
Tconv	EPHA1	receptors	EPHRIN	0.01277849809701942	0.010962004973738605	-0.001816493123280815
Plasma L	FZD5	receptors	WNT	0.013368807723156375	0.01151101389390204	-0.0018577938292543353
Plasma L	BMP2	ligands	BMP	0.0034317095729068554	0.0015731892432136751	-0.0018585203296931803
Plasma L	FZD1	receptors	WNT	0.006802580800949877	0.004903619072404605	-0.001898961728545272
Treg	FGFR4	receptors	FGF	0.002937466012481577	0.0010384064562423737	-0.0018990595562392034
Plasma K 2	NOTCH4	receptors	NOTCH	0.001964981376498782	0	-0.001964981376498782
Plasma K 1	FGFR2	receptors	FGF	0.0025079952259066314	5.427934068597849e-4	-0.0019652018190468466
CD8+ T 1	EFNA2	ligands	EPHRIN	0.0019860950732376657	0	-0.0019860950732376657
CD8+ T 1	TNFSF10	ligands	TRAIL	0.13016912254555602	0.12816987998042953	-0.0019992425651264856
Plasma K 1	MET	receptors	HGF	0.0036318788305145016	0.0016283802205793547	-0.002003498609935147
CD8+ T 1	BMP3	ligands	TGFB	0.0023833140878851988	3.606384914463815e-4	-0.0020226755964388174
CD8+ T 1	MST1R	receptors	MST	0.004601767389265079	0.0025551101882142608	-0.0020466572010508183
B cells	WNT2B	ligands	WNT	0.01267093062383832	0.010618815990915293	-0.002052114632923027
CD8+ T 2	EFNB2	ligands	EPHRIN	0.035546009259484375	0.033458683726114845	-0.00208732553336953
Monocyte	FGF9	ligands	FGF	0.004471917293935131	0.0023655217588106833	-0.002106395535124448
Monocyte	FGFR3	receptors	FGF	0.006707875940902696	0.0045949814008065465	-0.00211289454009615
CD8+ T 1	TGFB3	ligands	TGFB	0.0047666281757703976	0.002629949437031061	-0.0021366787387393366
Monocyte	BMPR1A	receptors	BMP	0.004471917293935131	0.0023259972502011586	-0.0021459200437339726
Plasma L	FGF7	ligands	FGF	0.0025062139792973227	3.14637848642735e-4	-0.0021915761306545876
Plasma K 1	ERBB3	receptors	EGF	0.0021944958226683027	0	-0.0021944958226683027
CD8+ T 1	BMP2	ligands	BMP	0.004894504136408913	0.002660590185120651	-0.002233913951288262
Monocyte	FGF10	ligands	FGF	0.0022359586469675656	0	-0.0022359586469675656
Treg	LTBP1	ligands	TGFB	0.0037066694147590657	0.0014482807784369938	-0.002258388636322072
Plasma L	FGF2	ligands	FGF	0.007012015257617316	0.004719567729641026	-0.0022924475279762907
Plasma K 1	FGFR3	receptors	FGF	0.006636758854552345	0.004342347254878279	-0.002294411599674066
Plasma K 1	DLL4	ligands	NOTCH	0.013220246322557253	0.010855868137195697	-0.0023643781853615563
Plasma L	FGF9	ligands	FGF	0.003938336253181508	0.0015731892432136751	-0.0023651470099678327
Treg	FGFR3	receptors	FGF	0.0047908007198611095	0.002415688890845102	-0.0023751118290160074
Plasma L	TNFRSF10B	receptors	TRAIL	0.014888687763980332	0.012454927439830246	-0.0024337603241500853
Plasma K 2	TNFRSF10A	receptors	TRAIL	0.024645742072043692	0.022173296277703168	-0.002472445794340524
CD8+ T 1	EGFR	receptors	EGF	0.0044369066027597605	0.0019393132022278879	-0.0024975934005318726
Treg	EPHA4	receptors	EPHRIN	0.006644135427240643	0.004104406002296539	-0.0025397294249441035
CD8+ T 1	TGFB1	ligands	TGFB	0.23575874114037235	0.23317328759350872	-0.0025854535468636253
Plasma K 1	FZD4	receptors	WNT	0.0031349940323832895	5.427934068597849e-4	-0.0025922006255235048
Monocyte	INHBB	ligands	TGFB	0.004471917293935131	0.0018607978001609269	-0.002611119493774204
Monocyte	TGFB3	ligands	TGFB	0.004471917293935131	0.0018607978001609269	-0.002611119493774204
Plasma K 2	DLL4	ligands	NOTCH	0.014820835189549781	0.012203295432393403	-0.002617539757156378
Monocyte	FGFR1	receptors	FGF	0.014723703843444633	0.012095185701046025	-0.0026285181423986084
Monocyte	EFNA1	ligands	EPHRIN	0.01826761445205144	0.015624084780722322	-0.0026435296713291177
Treg	BMP2	ligands	BMP	0.0037066694147590657	0.0010384064562423737	-0.002668262958516692
Treg	EFNA5	ligands	EPHRIN	0.0037066694147590657	0.0010384064562423737	-0.002668262958516692
Plasma L	WNT2B	ligands	WNT	0.005579892983733132	0.002831740637784615	-0.0027481523459485166
Plasma K 1	HBEGF	ligands	EGF	0.043872474134161774	0.04112013719588116	-0.002752336938280614
Tconv	BMP2	ligands	BMP	0.0050371328529882405	0.0022604085542623467	-0.002776724298725894
Plasma L	ACVR1B	receptors	TGFB	0.007370045826088363	0.004588981223761869	-0.002781064602326494
Tconv	FZD3	receptors	WNT	0.014909373094037883	0.012110781268454865	-0.002798591825583018
B cells	TGFB3	ligands	TGFB	0.0044980349160281975	0.001674422460668043	-0.0028236124553601546
CD8+ T 2	ACVR1B	receptors	TGFB	0.017773004629742187	0.014931328910233792	-0.0028416757195083957
B cells	NOTCH2	receptors	NOTCH	0.10008498013047827	0.09722041720826552	-0.0028645629222127517
Plasma L	VEGFA	ligands	VEGF	0.09144872271113483	0.08855150993341541	-0.002897212777719413
Plasma K 1	FZD1	receptors	WNT	0.008647869282327764	0.005745447857249505	-0.0029024214250782596
Tconv	ACVR1C	receptors	TGFB	0.017385612904489305	0.014441471928677478	-0.0029441409758118268
GC B cells	ACVR2B	receptors	TGFB	0.018483924814931874	0.015518220460297282	-0.002965704354634592
GC B cells	EFNB1	ligands	EPHRIN	0.018483924814931874	0.015518220460297282	-0.002965704354634592
Mast	TNFRSF1B	receptors	TNFSF10	0.010770708712432448	0.007732491071406194	-0.003038217641026255
Plasma K 1	RSPO3	ligands	WNT AMP	0.0047024910485749345	0.0016283802205793547	-0.0030741108279955798
CD8+ T 1	JAG2	ligands	NOTCH	0.015559039012890687	0.012431995445076892	-0.0031270435678137955
B cells	ERBB2	receptors	EGF	0.005210956582912111	0.002039621185936718	-0.003171335396975393
Mast	FZD7	receptors	WNT	0.05833963286850712	0.05515861571584423	-0.0031810171526628905
B cells	EGFR	receptors	EGF	0.0044980349160281975	0.001309223735399368	-0.0031888111806288293
Plasma K 2	FGF9	ligands	FGF	0.0032348321697149795	0	-0.0032348321697149795
Mast	BMPR1A	receptors	BMP	0.02038668178117486	0.01715147163322588	-0.0032352101479489817
CD8+ T 1	LGR4	receptors	WNT AMP	0.005793424433207678	0.0025551101882142608	-0.0032383142449934174
Plasma K 1	FGFR1	receptors	FGF	0.00595648866152825	0.0027139670342989242	-0.0032425216272293257
Plasma K 1	MST1R	receptors	MST	0.00595648866152825	0.0027139670342989242	-0.0032425216272293257
CD8+ T 1	ACVR1B	receptors	TGFB	0.015064456653374731	0.011802640706452898	-0.003261815946921834
Plasma K 1	BMP3	ligands	TGFB	0.0038152642254073847	5.427934068597849e-4	-0.0032724708185476
Treg	ACVR1C	receptors	TGFB	0.0047908007198611095	0.00149750060110995	-0.00329330011875116
Monocyte	WNT11	ligands	WNT	0.004471917293935131	0.0011629986251005793	-0.003308918668834552
Treg	WNT2B	ligands	WNT	0.011120008244277196	0.007798937682398458	-0.0033210705618787386
Tconv	TNFRSF10A	receptors	TRAIL	0.040180252879744006	0.03684956127233297	-0.003330691607411035
Mast	ACVR1C	receptors	TGFB	0.006795560593724954	0.0033729789808269843	-0.0034225816128979694
Tconv	FZD5	receptors	WNT	0.012524538400763221	0.009026255520441104	-0.0034982828803221174
Plasma K 2	RSPO3	ligands	WNT AMP	0.0035221922746817864	0	-0.0035221922746817864
Monocyte	NOTCH1	receptors	NOTCH	0.10268598162780151	0.09915472669873429	-0.0035312549290672235
CD8+ T 1	BMP6	ligands	BMP	0.0038073293599700125	1.8031924572319076e-4	-0.0036270101142468216
Monocyte	DLL4	ligands	NOTCH	0.004471917293935131	8.338612918751679e-4	-0.003638056002059963
CD8+ T 1	DLL4	ligands	NOTCH	0.004834125617407294	0.001187395471245535	-0.003646730146161759
Plasma K 2	WNT10A	ligands	WNT	0.0049124534412469546	0.0012203295432393403	-0.0036921238980076143
Treg	BMP3	ligands	TGFB	0.0037066694147590657	0	-0.0037066694147590657
Treg	TGFA	ligands	EGF	0.0037066694147590657	0	-0.0037066694147590657
CD8+ T 2	EPHB6	receptors	EPHRIN	0.05331901388922656	0.049588687938231055	-0.003730325950995504
Treg	IHH	ligands	HEDGEHOG	0.005560004122138598	0.0017871567567973488	-0.0037728473653412496
Monocyte	WNT3	ligands	WNT	0.004471917293935131	6.977991750603477e-4	-0.0037741181188747836
CD8+ T 1	IHH	ligands	HEDGEHOG	0.004669264830901975	8.267569797991534e-4	-0.0038425078511028217
CD8+ T 1	ACVR1C	receptors	TGFB	0.010859908278757187	0.006930495829112399	-0.003929412449644789
Plasma K 2	BMPR1A	receptors	BMP	0.008351170850119823	0.0043748356510352115	-0.003976335199084612
Plasma K 2	MST1R	receptors	MST	0.005199813546213761	0.0012203295432393403	-0.003979484002974421
Tconv	EFNB2	ligands	EPHRIN	0.038551585814847335	0.0345549714738966	-0.003996614340950735
Plasma K 1	MST1	ligands	MST	0.007837485080958223	0.003799553848018494	-0.004037931232939728
GC B cells	EPHA2	receptors	EPHRIN	0.009241962407465937	0.005172740153432428	-0.0040692222540335094
Monocyte	EPHB3	receptors	EPHRIN	0.028139455725250024	0.02392279449509944	-0.004216661230150583
Mast	FZD1	receptors	WNT	0.036165484844254275	0.031916497395377	-0.004248987448877278
Monocyte	FZD6	receptors	WNT	0.008943834587870262	0.004691519009011842	-0.00425231557885842
Plasma L	BMP4	ligands	BMP	0.005039930290474197	6.2927569728547e-4	-0.004410654593188727
Monocyte	MST1R	receptors	MST	0.008943834587870262	0.0043623816757864305	-0.004581452912083832
GC B cells	TNFRSF10A	receptors	TRAIL	0.08317766166719344	0.07847008017951913	-0.004707581487674306
Plasma L	LTBP1	ligands	TGFB	0.006802580800949877	0.0020718784346199894	-0.004730702366329887
B cells	TNFRSF1A	receptors	TNFSF10	0.007723092216207303	0.0027700186364740683	-0.004953073579733234
Plasma K 1	JAG1	ligands	NOTCH	0.006583487468004908	0.0016283802205793547	-0.004955107247425553
Treg	WNT10B	ligands	WNT	0.005560004122138598	5.793123113747976e-4	-0.0049806918107638005
Tconv	PTCH1	receptors	HEDGEHOG	0.012447047935571776	0.007458127713816587	-0.004988920221755189
Treg	ACVR1B	receptors	TGFB	0.012204139549379241	0.0071978468498623506	-0.0050062926995168905
Plasma K 1	LGR4	receptors	WNT AMP	0.010765522483198058	0.005745447857249505	-0.005020074625948553
B cells	LGR4	receptors	WNT AMP	0.010124975392140134	0.005085323775922139	-0.005039651616217995
B cells	FZD3	receptors	WNT	0.018663180395800356	0.013609007244937688	-0.005054173150862668
Plasma K 1	IGF1R	receptors	IGF	0.009404982097149869	0.004342347254878279	-0.00506263484227159
Plasma K 1	ACVR1B	receptors	TGFB	0.013533745725795581	0.008459414891548429	-0.005074330834247152
Mast	BMP2	ligands	BMP	0.006795560593724954	0.0016864894904134922	-0.005109071103311462
Mast	BTC	ligands	EGF	0.006795560593724954	0.0016864894904134922	-0.005109071103311462
Plasma K 2	FGF2	ligands	FGF	0.006386189473621041	0.0012203295432393403	-0.005165859930381701
Plasma K 2	WNT11	ligands	WNT	0.006386189473621041	0.0012203295432393403	-0.005165859930381701
Tconv	TGFBR1	receptors	TGFB	0.05398921810932998	0.048736458650152095	-0.005252759459177886
Plasma K 2	ACVR1	receptors	TGFB	0.025544757894484165	0.020239119713146635	-0.00530563818133753
Monocyte	IGF1R	receptors	IGF	0.04733507686262979	0.041969035438463184	-0.0053660414241666066
Treg	FZD7	receptors	WNT	0.011120008244277196	0.00572212476991371	-0.005397883474363486
Plasma K 1	DLL1	ligands	NOTCH	0.006009760048075687	5.427934068597849e-4	-0.005466966641215902
Plasma K 1	FZD2	receptors	WNT	0.00877798329067321	0.0032567604411587094	-0.005521222849514501
Tconv	IGF1R	receptors	IGF	0.022018694827623867	0.016389426534466553	-0.005629268293157314
B cells	MST1R	receptors	MST	0.00611056356611775	3.651987252686751e-4	-0.0057453648408490755
Treg	VEGFB	ligands	VEGF	0.07539309990647954	0.06962811517126233	-0.005764984735217207
Treg	FGF9	ligands	FGF	0.006644135427240643	8.689684670621963e-4	-0.005775166960178446
Plasma K 1	LTBP1	ligands	TGFB	0.00958836749204275	0.003799553848018494	-0.005788813644024256
Plasma L	RSPO3	ligands	WNT AMP	0.007370045826088363	0.0015731892432136751	-0.005796856582874688
Treg	FLT1	receptors	VEGF	0.011120008244277196	0.00531225044771909	-0.005807757796558106
Plasma K 2	FZD2	receptors	WNT	0.008351170850119823	0.0024406590864786805	-0.005910511763641143
CD8+ T 1	FGF9	ligands	FGF	0.014764600983595621	0.008808527535161106	-0.0059560734484345144
Plasma K 1	TNFRSF10B	receptors	TRAIL	0.015231356750332672	0.009227487916616343	-0.006003868833716329
GC B cells	LTBP1	ligands	TGFB	0.04237405107130594	0.03620918107402699	-0.00616486999727895
CD8+ T 2	EFNB1	ligands	EPHRIN	0.017773004629742187	0.011552453009332421	-0.0062205516204097665
B cells	ACVR1B	receptors	TGFB	0.01402034109864678	0.007793286018478197	-0.006227055080168583
CD8+ T 1	FGFR2	receptors	FGF	0.00665535990413964	3.606384914463815e-4	-0.0062947214126932586
B cells	NOTCH1	receptors	NOTCH	0.05589467907826539	0.04953032932762766	-0.006364349750637731
B cells	BMP3	ligands	TGFB	0.007163036267242123	5.788262848620178e-4	-0.006584209982380105
Treg	IGF1R	receptors	IGF	0.01297334295165673	0.0063506569039614635	-0.006622686047695266
