cell_type_imm_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Plasma K 3	CSGALNACT2	0.5771466827809182	-0.03389155961936616	0.123	0.167	1
Plasma K 3	BICD2	0.5784830654522755	-0.029226200358872037	0.076	0.111	1
Plasma K 3	ZBTB10	0.5788485578948308	-0.01784951337676391	0.123	0.167	1
Plasma K 3	MDM2	0.5810145224581058	0.006518263639048449	0.224	0.278	1
Plasma K 3	INTS6	0.5824622258060126	-0.025473850740321657	0.076	0.111	1
Plasma K 3	FBXW7	0.5825572045210319	-0.03766506900473665	0.544	0.611	1
Plasma K 3	TCF4	0.5828382054918964	0.11228244254629474	0.318	0.278	1
Plasma K 3	CKAP4	0.5849915720104084	-0.021424631689545004	0.264	0.333	1
Plasma K 3	TACC1	0.5863134992493794	-0.026598077952602647	0.076	0.111	1
Plasma K 3	HEXIM1	0.5867973996481012	0.1083696030507216	0.21	0.167	1
Plasma K 3	TAGAP	0.5870808849669329	-0.17970507829215038	0.32	0.333	1
Plasma K 3	BST2	0.5884845081831956	0.08852802723125092	0.544	0.5	1
Plasma K 3	ZNF331	0.5915661848150595	-0.092641853747283065	0.18	0.222	1
Plasma K 3	TMEM123	0.5917712656003755	-0.01767323462083567	0.169	0.222	1
Plasma K 3	RHOB	0.5936540559303456	0.1473257251660943	0.26	0.222	1
Plasma K 3	TAP1	0.5945645311214074	-0.014974177651670584	0.17	0.222	1
Plasma K 3	ZCCHC7	0.5956087841508633	-0.07288600667883322	0.131	0.167	1
Plasma K 3	CDKN1C	0.5965892096386507	0.0065908088891799554	0.075	0.111	1
Plasma K 3	MTMR6	0.5978045926236564	-0.029226200358872037	0.077	0.111	1
Plasma K 3	IGKJ4	0.5983501973845885	0.08403535057866547	0.153	0.111	1
Plasma K 3	DNAJB6	0.604618080443371	-0.027348265534671817	0.078	0.111	1
Plasma K 3	ERO1A	0.6078953734821295	-0.028510380714849376	0.125	0.167	1
Plasma K 3	SENP7	0.6089212076692327	-0.02772357047433699	0.078	0.111	1
Plasma K 3	TUT4	0.6134868373215235	-0.0310179944236343	0.126	0.167	1
Plasma K 3	GYPC	0.6179850151317616	-0.00899059884553044	0.55	0.667	1
Plasma K 3	MRPL18	0.6185861085381247	-0.02422618994216627	0.126	0.167	1
Plasma K 3	SEL1L	0.6188155486557828	-0.06735907005431585	0.665	0.722	1
Plasma K 3	GAMT	0.6195094583652929	-0.027348265534671817	0.079	0.111	1
Plasma K 3	MGAT1	0.6229018335274803	-0.04682374184775634	0.284	0.333	1
Plasma K 3	DDHD1	0.6233210901836606	-0.023870001158347004	0.126	0.167	1
Plasma K 3	EFHD2	0.624039744453146	-0.022855558614264276	0.079	0.111	1
Plasma K 3	NCF1	0.6254770067331432	-0.029909961069272656	0.176	0.222	1
Plasma K 3	ITM2C	0.6277089618916523	-0.0974878306934226	0.779	0.778	1
Plasma K 3	C16orf87	0.6305718877168991	-0.026223195099102564	0.08	0.111	1
Plasma K 3	CELF2	0.6307254456129818	-0.01925105530205251	0.126	0.167	1
Plasma K 3	PLCG2	0.6308102043027457	0.05872458487269336	0.267	0.222	1
Plasma K 3	KIAA0040	0.6314270168320097	0.04536500625350033	0.151	0.111	1
Plasma K 3	FKBP2	0.6348283374885244	0.07228838545489347	0.952	0.944	1
Plasma K 3	VSIR	0.6360490764183366	-0.02141111662362491	0.224	0.278	1
Plasma K 3	ZSCAN16-AS1	0.6368497181478405	-0.025099389024655985	0.08	0.111	1
Plasma K 3	ZFP36L1	0.6368554605512431	-0.0800652456782478	0.224	0.278	1
Plasma K 3	SH3PXD2A	0.6371356174248439	-0.018382945865752162	0.08	0.111	1
Plasma K 3	USP8	0.6381808623368728	0.08660561516624962	0.205	0.167	1
Plasma K 3	SRI	0.6408112897218272	-0.023513939199805267	0.128	0.167	1
Plasma K 3	TCEA1	0.6422019031665803	-0.0539658065346276	0.237	0.278	1
Plasma K 3	CCR10	0.6459168898956484	0.042304283510301965	0.437	0.556	1
Plasma K 3	HIST1H2AH	0.6481844527896612	-0.01689650932301788	0.081	0.111	1
Plasma K 3	ITGA4	0.648334080747074	0.04675970661905003	0.148	0.111	1
Plasma K 3	PPP3CC	0.648889057894256	0.03801074442581441	0.149	0.111	1
Plasma K 3	TIMP2	0.649639822414716	0.049543285312696264	0.147	0.111	1
Plasma K 3	EIF2S3	0.6510325005590463	-0.027437611078622387	0.13	0.167	1
Plasma K 3	CD180	0.6528954030795777	-0.025295518149568097	0.13	0.167	1
Plasma K 3	MANF	0.6539610570702385	-0.018213921306081238	0.789	0.833	1
Plasma K 3	APOL6	0.653978788290956	0.05543278787247875	0.146	0.111	1
Plasma K 3	IGKV3-20	0.6547099259194851	0.3319342825266919	0.212	0.278	1
Plasma K 3	SP140L	0.6551311355044931	-0.027437611078622387	0.13	0.167	1
Plasma K 3	ERO1B	0.6560435896413186	0.08100962966212846	0.259	0.222	1
Plasma K 3	SYNRG	0.6569906512026238	4.055972474990288e-4	0.157	0.111	1
Plasma K 3	LDHA	0.6576764672196758	0.0067327300285719704	0.222	0.278	1
Plasma K 3	CSF2RB	0.659199158933569	0.025632160193174602	0.216	0.167	1
Plasma K 3	TRAM2	0.6627066169326932	0.07675524049742014	0.313	0.278	1
Plasma K 3	PBXIP1	0.6635764729378563	-0.02248207588349896	0.082	0.111	1
Plasma K 3	HSPH1	0.6641209753203132	-0.03353191207008388	0.285	0.222	1
Plasma K 3	PIK3CG	0.6644695873468925	0.045016027014223095	0.146	0.111	1
Plasma K 3	IGKV4-1	0.6671785867550186	0.764931652547248	0.308	0.278	1
Plasma K 3	TOPORS	0.668795873925742	0.04780445684467262	0.145	0.111	1
Plasma K 3	STRBP	0.6689347969591704	-0.022802195397517044	0.131	0.167	1
Plasma K 3	IRF4	0.6689684013528601	-0.018699787371884602	0.297	0.333	1
Plasma K 3	ITGA6	0.6690396986145714	0.15102071694345948	0.36	0.333	1
Plasma K 3	MXD4	0.6697743116284276	0.035026238671183735	0.272	0.222	1
Plasma K 3	ANXA2	0.6716992283910134	-0.015359311490438482	0.131	0.167	1
Plasma K 3	UCP2	0.6723521357220216	-0.01912699351912564	0.083	0.111	1
Plasma K 3	KCNK6	0.67332946050614	0.009881347239368649	0.224	0.167	1
Plasma K 3	SLFN11	0.6739316352004738	-0.014653346053423083	0.131	0.167	1
Plasma K 3	PRKACB	0.6750196404147313	-0.021362463898657646	0.083	0.111	1
Plasma K 3	UQCRC1	0.6762261443885318	-0.025295518149568097	0.132	0.167	1
Plasma K 3	C4orf48	0.6795630737221621	0.042569756355195984	0.144	0.111	1
Plasma K 3	LGALS1	0.6816622986480597	0.027054635539717653	0.717	0.778	1
Plasma K 3	CHST12	0.6827149352534434	-0.02043851158666929	0.232	0.278	1
Plasma K 3	GRN	0.6831827178211388	0.042569756355195984	0.144	0.111	1
Plasma K 3	JMY	0.6839345553341158	-0.015648259241064277	0.18	0.222	1
Plasma K 3	MOB3A	0.6846959589099877	-0.021380225730258107	0.133	0.167	1
Plasma K 3	METTL7A	0.6852188762512603	-0.013013134451021535	0.23	0.278	1
Plasma K 3	HIST1H2AE	0.6865551864227815	0.06060075803092134	0.141	0.111	1
Plasma K 3	IGF1	0.6869036106321659	-0.04238861480293665	0.189	0.222	1
Plasma K 3	IFI35	0.686992031862506	-0.019025499870849394	0.182	0.222	1
Plasma K 3	NFKBIZ	0.6881358771490309	0.022067094028678652	0.222	0.278	1
Plasma K 3	IRF2BP2	0.6887476314205087	-0.015359311490438482	0.132	0.167	1
Plasma K 3	BSG	0.6887846376137519	0.055903708531052115	0.257	0.222	1
Plasma K 3	SMIM1	0.6890620994096427	-0.021362463898657646	0.084	0.111	1
Plasma K 3	RAP1A	0.6890826478842398	-0.018896633891289455	0.133	0.167	1
Plasma K 3	CHST11	0.6928264955563168	0.036955706522429035	0.143	0.111	1
Plasma K 3	SRM	0.6928879782148767	0.04254562537221912	0.481	0.389	1
Plasma K 3	DDX24	0.6957069883427353	-0.02209095781419204	0.134	0.167	1
Plasma K 3	SERPINB9	0.6959167660780556	-0.12172079876303316	0.139	0.167	1
Plasma K 3	CPNE3	0.6991621654105711	-0.021025049026115822	0.134	0.167	1
Plasma K 3	CEP290	0.6993305204871247	-0.01689650932301788	0.085	0.111	1
Plasma K 3	RSL1D1	0.6995251089470672	0.04081874907888321	0.142	0.111	1
Plasma K 3	EIF2S2	0.7020532632540867	0.07763694518348935	0.353	0.333	1
Plasma K 3	CTSC	0.7027009045772772	0.035899554338354414	0.142	0.111	1
Plasma K 3	SRP19	0.7030117994992051	-0.02098953829299309	0.086	0.111	1
Plasma K 3	HLTF	0.703521606520097	-0.02098953829299309	0.086	0.111	1
Plasma K 3	IGHG2	0.7036367143830173	-0.5000976639648873	0.196	0.167	1
Plasma K 3	CSRP1	0.7045414266470594	-0.019871595191651825	0.086	0.111	1
Plasma K 3	C1QBP	0.70695003878761	0.0387134851434207	0.141	0.111	1
Plasma K 3	TNFAIP8	0.707349521319614	0.04291959018769491	0.141	0.111	1
Plasma K 3	FDX1	0.7082496576048987	0.010309937042634748	0.211	0.167	1
Plasma K 3	FAM53C	0.7092065590343486	-0.01925105530205251	0.135	0.167	1
Plasma K 3	G3BP2	0.7104249825245694	-0.056245509407075345	0.142	0.167	1
Plasma K 3	SMARCC1	0.7122325345355232	-0.017267911369998376	0.086	0.111	1
Plasma K 3	SMCHD1	0.71281019388587	0.09079326328708553	0.361	0.333	1
Plasma K 3	POU2F2	0.7133748906819928	0.08466273520789505	0.3	0.278	1
Plasma K 3	MYCBP2	0.7141803692227225	0.0044848569834396446	0.323	0.278	1
Plasma K 3	ASNS	0.7147076094813871	0.04221980009615632	0.139	0.111	1
Plasma K 3	ELK3	0.7150973846972084	0.03307768297728274	0.14	0.111	1
Plasma K 3	MARCKSL1	0.7161722649573259	-0.05130854561336823	0.09	0.111	1
Plasma K 3	IFT57	0.7168502365274412	0.03307768297728274	0.14	0.111	1
Plasma K 3	SNX2	0.7189078495640546	-0.019871595191651825	0.087	0.111	1
Plasma K 3	CCPG1	0.7197677469514235	-0.01767323462083567	0.186	0.222	1
Plasma K 3	AC007384.1	0.719817435014257	0.03378389769589972	0.14	0.111	1
Plasma K 3	LY96	0.7204901763722877	0.034237629648933676	0.46	0.389	1
Plasma K 3	MEF2D	0.7220564328676244	-0.01783412272350743	0.136	0.167	1
Plasma K 3	FAM89B	0.7238343803629058	0.04060174424550089	0.197	0.167	1
Plasma K 3	CITED2	0.7238865605006535	-0.01710728815156659	0.474	0.5	1
Plasma K 3	MIR155HG	0.7247820294569179	0.0019911374559895	0.151	0.111	1
Plasma K 3	SH3BGRL3	0.7256737855995514	0.029506882509438448	0.205	0.167	1
Plasma K 3	TP53INP1	0.7259844488845748	0.0933995688504431	0.559	0.611	1
Plasma K 3	APOL1	0.7265686627533909	-0.017639451407711004	0.087	0.111	1
Plasma K 3	MLEC	0.7274909500126603	-0.012370047612138307	0.237	0.278	1
Plasma K 3	IGKV1D-8	0.7287326411575663	-0.03987739193184614	0.089	0.111	1
Plasma K 3	PDIA6	0.7315011298741307	-0.03551157617383294	0.849	0.889	1
Plasma K 3	ODC1	0.7319065198370169	-0.03559039390786367	0.425	0.444	1
Plasma K 3	REV3L	0.7321770541059544	-0.01689650932301788	0.088	0.111	1
Plasma K 3	WIPF1	0.7331712771206225	0.036603779719571	0.138	0.111	1
Plasma K 3	IFI6	0.7358172824700954	0.09704203719317749	0.135	0.111	1
Plasma K 3	SPAG4	0.7361769418032756	-0.07032109168034778	0.452	0.444	1
Plasma K 3	HIST1H1D	0.7364992643323709	0.04536500625350033	0.136	0.111	1
Plasma K 3	CDK2AP2	0.7411745325295823	0.03709644257220057	0.325	0.389	1
Plasma K 3	HERPUD2	0.7413174495585007	-0.016525245164307478	0.088	0.111	1
Plasma K 3	NCF4	0.7437979269559412	0.046442900026823164	0.25	0.222	1
Plasma K 3	MTIF3	0.744877423265861	-0.09961639566107836	0.208	0.222	1
Plasma K 3	CENPC	0.7489284964962326	0.04526531032599637	0.193	0.167	1
Plasma K 3	IGKJ3	0.7496586879402671	-0.05371451868307284	0.149	0.167	1
Plasma K 3	CCDC59	0.7497245235840704	0.028120165741755757	0.136	0.111	1
Plasma K 3	CREB3L2	0.7499346508610234	0.06676727294658547	0.533	0.556	1
Plasma K 3	NDUFAF2	0.7504132954654976	-0.016525245164307478	0.089	0.111	1
Plasma K 3	MTPN	0.7524568350824129	-0.015041565366915727	0.089	0.111	1
Plasma K 3	CD53	0.7531189469589753	-0.005870573981737098	0.138	0.167	1
Plasma K 3	IGLL5	0.7534778221798972	0.10930520268235636	0.093	0.111	1
Plasma K 3	STK4	0.7540360086155902	-0.04590588955752739	0.258	0.278	1
Plasma K 3	RBM47	0.7555236317007363	-0.01134196810245118	0.089	0.111	1
Plasma K 3	HSPA5	0.7570672333787936	0.12273088302758417	0.853	0.778	1
Plasma K 3	NRARP	0.7574620981564589	-0.03677340599425488	0.198	0.167	1
Plasma K 3	XBP1	0.7599936135155609	0.17330428496007633	0.969	0.944	1
Plasma K 3	MIEF1	0.7610763997971458	-0.006185418923205441	0.09	0.111	1
Plasma K 3	IKZF1	0.7616855093660524	0.029539108867379496	0.135	0.111	1
Plasma K 3	SNRNP25	0.7619311071589658	-0.018382945865752162	0.09	0.111	1
Plasma K 3	CD38	0.7654195920787311	0.06357456784002713	0.516	0.667	1
Plasma K 3	TXNIP	0.7677366491014499	0.026366229510984995	0.531	0.5	1
Plasma K 3	CAP1	0.7695758123317752	0.033430852678993525	0.133	0.111	1
Plasma K 3	RCSD1	0.7706428953076097	-0.014300550142196361	0.141	0.167	1
Plasma K 3	OSTC	0.771011779741812	-0.03268676360880274	0.619	0.667	1
Plasma K 3	TMX4	0.7714546517410935	0.0397666711280794	0.133	0.111	1
Plasma K 3	KDM5B	0.7715330296030812	-0.013930248342001308	0.091	0.111	1
Plasma K 3	ARPC2	0.7719491868880105	0.08019657427149979	0.501	0.5	1
Plasma K 3	LILRB1	0.7725431014829043	-0.013595331495197455	0.141	0.167	1
Plasma K 3	KRAS	0.7749970881104022	-0.015041565366915727	0.091	0.111	1
Plasma K 3	HMGN3	0.7759953078019612	-0.032363950030839195	0.253	0.278	1
Plasma K 3	DENND4A	0.7760179361907737	-0.014300550142196458	0.091	0.111	1
Plasma K 3	TANK	0.776641318250035	-0.009497289475685192	0.091	0.111	1
Plasma K 3	NUFIP2	0.7782056540434298	0.07150492661453287	0.186	0.167	1
Plasma K 3	CD40	0.7795893712369174	-0.09892726123060315	0.102	0.111	1
Plasma K 3	ANKRD12	0.7813018236926945	0.031060148468037174	0.577	0.556	1
Plasma K 3	SEL1L3	0.7814688784403261	0.04817823803236432	0.424	0.389	1
Plasma K 3	PELI1	0.7834399085716088	0.0062280299989324606	0.251	0.222	1
Plasma K 3	CKS2	0.7836708412012997	-0.048384566921932895	0.096	0.111	1
Plasma K 3	TLE4	0.7837661940638359	0.050237970995374776	0.187	0.167	1
Plasma K 3	ACTR2	0.7854464335371655	-0.004821806187652655	0.142	0.167	1
Plasma K 3	CLEC2B	0.7860654459004673	-0.023093302090174878	0.147	0.167	1
Plasma K 3	PRDM1	0.786155007821242	-0.021342832767609066	0.716	0.667	1
Plasma K 3	SAMD9L	0.7871282780027627	-0.007656007423527844	0.092	0.111	1
Plasma K 3	PABPC1	0.7871282781653701	-0.006185418923205441	0.092	0.111	1
Plasma K 3	JUN	0.7907104928998743	0.12187549046411172	0.953	1	1
Plasma K 3	TENT5C	0.791098784963715	0.012537049550077395	0.886	0.889	1
Plasma K 3	AC062029.1	0.7917269426255091	-0.00398358317126403	0.092	0.111	1
Plasma K 3	ZNF292	0.7929044729702531	-0.03644407946402667	0.202	0.222	1
Plasma K 3	BDP1	0.7933496184789054	-0.0079714150905488	0.138	0.111	1
Plasma K 3	PRRC2B	0.7934835446690038	-0.011711312520315625	0.092	0.111	1
Plasma K 3	PMEPA1	0.7942444647273363	0.028829888979495746	0.131	0.111	1
Plasma K 3	EIF1B	0.7945274702631295	-0.01007667902601131	0.143	0.167	1
Plasma K 3	EDEM1	0.7976302998078667	0.059362878772375394	0.353	0.333	1
Plasma K 3	KCNQ1OT1	0.8039146412810496	0.18969793541262947	0.467	0.5	1
Plasma K 3	MED29	0.804714545575429	-0.07401978484381858	0.159	0.167	1
Plasma K 3	FOXO3	0.8049008154635998	0.03164837579412996	0.249	0.222	1
Plasma K 3	CACYBP	0.8061453310742313	7.53121143264257e-4	0.144	0.167	1
Plasma K 3	EMP3	0.8068040914145832	0.08393788944121683	0.577	0.611	1
Plasma K 3	PPP4R2	0.8091239144415228	-0.01319005585816925	0.094	0.111	1
Plasma K 3	NXPE3	0.8098171563860335	0.03926529232589915	0.185	0.167	1
Plasma K 3	PARP14	0.8106479883417981	0.02076754868659289	0.191	0.222	1
Plasma K 3	CDKN2C	0.812907664436308	0.023851215822179903	0.129	0.111	1
Plasma K 3	IGHG1	0.8129139683197864	0.18835595382284787	0.249	0.222	1
Plasma K 3	AC004687.1	0.8174176365697212	-0.014637307175182024	0.149	0.167	1
Plasma K 3	BAZ1A	0.8205344003198796	-0.04619717997613257	0.099	0.111	1
Plasma K 3	LINC02362	0.8224691517690755	-0.01584495199357039	0.267	0.222	1
Plasma K 3	DUT	0.822469775640686	-0.009865953074330552	0.095	0.111	1
Plasma K 3	DDX21	0.822934735930381	0.01783738217530975	0.193	0.222	1
Plasma K 3	RNASE6	0.8231840464944331	-0.002518381443936221	0.095	0.111	1
Plasma K 3	TAF4B	0.8245775866654611	0.022424173125491678	0.128	0.111	1
Plasma K 3	TMEM140	0.8273421631292412	-0.0072881575021461475	0.095	0.111	1
Plasma K 3	MDFIC	0.829270236907246	0.028508886096160785	0.184	0.167	1
Plasma K 3	PNN	0.8297540762104678	-0.005870573981737098	0.147	0.167	1
Plasma K 3	PDE4B	0.8322470545907958	0.0215174924759598	0.294	0.333	1
Plasma K 3	SH3BP5	0.8338690663110258	-0.008672677391376837	0.148	0.167	1
Plasma K 3	ORMDL3	0.8345114257878482	-0.010234752635951236	0.096	0.111	1
Plasma K 3	IL6ST	0.8362661203678576	0.0076783565765789485	0.256	0.222	1
Plasma K 3	AC007952.4	0.8378305663203229	-0.03381336436577795	0.209	0.222	1
Plasma K 3	UBE2S	0.8413150459728237	0.0076783565765789485	0.243	0.222	1
Plasma K 3	PSAT1	0.8416835121796382	0.033430852678993525	0.125	0.111	1
Plasma K 3	JARID2	0.8423900653708067	-0.007656007423527844	0.097	0.111	1
Plasma K 3	DNAJC10	0.8450014317997148	0.027765115143316185	0.125	0.111	1
Plasma K 3	WSB1	0.8456084000541269	0.009746609640637949	0.147	0.167	1
Plasma K 3	SMC3	0.8461899257392761	-0.043684283534102	0.157	0.167	1
Plasma K 3	AMD1	0.8476950721873975	0.005370029088295619	0.199	0.222	1
Plasma K 3	FAM117A	0.8478793523730841	-0.010427987654251208	0.15	0.167	1
Plasma K 3	SMC1A	0.8482245007246043	-0.006185418923205441	0.097	0.111	1
Plasma K 3	RANBP2	0.8485319896942619	-0.04736953162575008	0.162	0.167	1
Plasma K 3	RASA2	0.8501336952355248	-0.00552086249015063	0.149	0.167	1
Plasma K 3	IGHG3	0.8514821353729147	-0.6956062071906837	0.192	0.167	1
Plasma K 3	ZFP36L2	0.8515196407443932	0.1083886280209958	0.808	0.889	1
Plasma K 3	RNGTT	0.8538002873733783	7.704941681690031e-4	0.097	0.111	1
Plasma K 3	CYBC1	0.8541449449376378	-0.011274829225659422	0.192	0.167	1
Plasma K 3	PRELID3B	0.8547903815017523	-0.00839211345603015	0.098	0.111	1
Plasma K 3	AL021453.1	0.8560701467556132	0.0058651194523980515	0.097	0.111	1
Plasma K 3	CTSH	0.8576115382698262	-0.015589625409326485	0.199	0.167	1
Plasma K 3	ISG15	0.8576711816886927	0.22957889965119163	0.172	0.167	1
Plasma K 3	NFKBIA	0.8586834172933482	0.18060109666274338	0.694	0.833	1
Plasma K 3	ARHGAP18	0.8605849108578976	-0.00692044284457384	0.098	0.111	1
Plasma K 3	GABPB1-AS1	0.8623796389745374	-6.898930939377573e-4	0.098	0.111	1
Plasma K 3	CYTH1	0.8633636890426896	0.017772169745797706	0.124	0.111	1
Plasma K 3	USP34	0.8633637015100337	0.01813078549287217	0.124	0.111	1
Plasma K 3	RPS6KA5	0.8644039897627792	4.0567128461344026e-5	0.098	0.111	1
Plasma K 3	TSPAN13	0.8650778670627437	-6.376996650786781e-4	0.15	0.167	1
Plasma K 3	SUB1	0.8656087908247705	0.0640312931277105	0.897	1	1
Plasma K 3	IKBIP	0.865951776468986	0.0026246503058120485	0.254	0.278	1
Plasma K 3	ATF7IP	0.867273992465738	0.01920586174764634	0.123	0.111	1
Plasma K 3	RANBP1	0.8678766517730545	-0.04403108430053951	0.159	0.167	1
Plasma K 3	KIAA0319L	0.8701112900729706	-0.006552863351370536	0.099	0.111	1
Plasma K 3	POLR2A	0.8711980922682411	0.017772169745797706	0.123	0.111	1
Plasma K 3	ELOB	0.8731234597012351	0.02918456179754242	0.49	0.556	1
Plasma K 3	PARP1	0.8765834103230059	0.046911187343417676	0.282	0.278	1
Plasma K 3	ATP2A3	0.8768093001884354	0.03400849782839532	0.232	0.222	1
Plasma K 3	AL118516.1	0.876811339027471	0.04221980009615632	0.121	0.111	1
Plasma K 3	ITM2B	0.8775044205361643	-0.005559713283682877	0.361	0.333	1
Plasma K 3	ORAI2	0.8779687836678689	-0.03212223481852422	0.334	0.333	1
Plasma K 3	QPCT	0.879780804845953	-0.11591072655297865	0.11	0.111	1
Plasma K 3	DPP7	0.8831839108149839	-0.05843490277543428	0.595	0.611	1
Plasma K 3	AC245014.3	0.8836848708597548	0.025632160193174533	0.121	0.111	1
Plasma K 3	ARID3A	0.8844679510252953	-0.014637307175182024	0.188	0.167	1
Plasma K 3	BET1	0.8844846166593952	-0.00839211345603015	0.101	0.111	1
Plasma K 3	LSP1	0.884894657140333	0.022662155039989584	0.295	0.278	1
Plasma K 3	CCDC88A	0.8862926379848799	0.040267798675524824	0.175	0.167	1
Plasma K 3	ARGLU1	0.8866735828738326	0.047214079970298	0.28	0.278	1
Plasma K 3	EIF2AK3	0.88922309610884	0.02206709402867857	0.301	0.333	1
Plasma K 3	SLC7A5	0.8894036736861615	-0.15801208082474943	0.241	0.222	1
Plasma K 3	CEBPB	0.8899646787783269	-0.09095394629820247	0.22	0.222	1
Plasma K 3	MANEA-DT	0.890231871058101	-0.02922620035887198	0.105	0.111	1
Plasma K 3	CDKN1A	0.8939905575972433	0.06376782322762248	0.341	0.333	1
Plasma K 3	DEF6	0.8951605088950965	0.012016758175177056	0.121	0.111	1
Plasma K 3	PPDPF	0.8952011263724312	-0.016582353756310675	0.329	0.333	1
Plasma K 3	HYOU1	0.89543293862582	0.04040442625173643	0.228	0.222	1
Plasma K 3	AL365361.1	0.8970463875446233	-2.898130725980941e-4	0.154	0.167	1
Plasma K 3	KLF10	0.8982124229945011	0.002228751809014079	0.101	0.111	1
Plasma K 3	CLK1	0.8984015875386843	0.0036121296553194293	0.315	0.333	1
Plasma K 3	RPA3	0.8993754874792625	-0.0028844806609119034	0.101	0.111	1
Plasma K 3	YPEL3	0.9045558868079654	0.004351572924621738	0.297	0.278	1
Plasma K 3	CSTB	0.9051914667733505	0.003574167705842235	0.239	0.222	1
Plasma K 3	RGCC	0.9066547980130766	0.023628374595631052	0.356	0.333	1
Plasma K 3	RICTOR	0.9077161327532857	0.01093392103634501	0.12	0.111	1
Plasma K 3	RAB27A	0.9091867126977773	-0.0021524162065488656	0.102	0.111	1
Plasma K 3	HM13	0.909619552891336	-0.04056847696280669	0.164	0.167	1
Plasma K 3	CASP4	0.9110333043137758	0.017635520387836973	0.175	0.167	1
Plasma K 3	MSL3	0.9120492503957062	-0.04219935528025205	0.108	0.111	1
Plasma K 3	VPS37B	0.9130007466459764	0.0011005243081270155	0.155	0.167	1
Plasma K 3	PUS7L	0.9143208146133264	-6.898930939377573e-4	0.103	0.111	1
Plasma K 3	PCM1	0.9172991337716374	-0.04147419208676269	0.108	0.111	1
Plasma K 3	CEBPZ	0.9178164607322139	0.0014998888029864738	0.103	0.111	1
Plasma K 3	LRMP	0.9193701748283536	0.012737998740160128	0.118	0.111	1
Plasma K 3	SNX3	0.9230890134700709	0.005039832618397688	0.209	0.222	1
Plasma K 3	WTAP	0.9253461098068267	0.01093392103634501	0.118	0.111	1
Plasma K 3	DHX36	0.926045356314075	-0.030936479551200657	0.165	0.167	1
Plasma K 3	INSR	0.9293056157342336	-0.009597820615290187	0.181	0.167	1
Plasma K 3	SLC38A1	0.9305306339334267	0.033045570455002005	0.224	0.222	1
Plasma K 3	IER2	0.9308315398928471	0.2648558939383765	0.723	0.778	1
Plasma K 3	HMGA1	0.931125801532905	0.003321051207623063	0.104	0.111	1
Plasma K 3	Z93241.1	0.932716255936331	-0.04494361625428178	0.262	0.278	1
Plasma K 3	RBBP6	0.9330709547231448	0.011294997046767369	0.178	0.167	1
Plasma K 3	WDR33	0.9339908534057313	-0.02636599104394033	0.123	0.111	1
Plasma K 3	PNP	0.9365869803019633	0.06122536767021644	0.202	0.222	1
Plasma K 3	FAM3C	0.9385854435973304	-0.0013338361359339634	0.159	0.167	1
Plasma K 3	CHST15	0.9392873547582872	0.01318422045110132	0.172	0.167	1
Plasma K 3	CHORDC1	0.9403529478589541	4.055972474991121e-4	0.105	0.111	1
Plasma K 3	SEC11C	0.9405128462536343	0.0380439036731024	0.961	1	1
Plasma K 3	PPM1K	0.9425962105717746	-0.04469612213100366	0.233	0.222	1
Plasma K 3	EMB	0.944842849647545	-0.03642911265293022	0.168	0.167	1
Plasma K 3	GM2A	0.9479385623760272	-6.898930939377573e-4	0.106	0.111	1
Plasma K 3	PPIG	0.9496426939782484	0.014571539951892781	0.21	0.222	1
Plasma K 3	IGHG4	0.951065723190785	1.3347341366931178	0.156	0.167	1
Plasma K 3	CCDC88C	0.9523353128653383	0.005605816974606409	0.159	0.167	1
Plasma K 3	HSPA6	0.9523848254787233	0.2901293796108073	0.103	0.111	1
Plasma K 3	ZFAND5	0.9535677378393219	0.08213133477132867	0.311	0.333	1
Plasma K 3	FGL2	0.9536730095075682	-0.004123238223512626	0.11	0.111	1
Plasma K 3	SNX29	0.9540765525874086	-0.04183670795080166	0.112	0.111	1
Plasma K 3	FTH1	0.9557533929648634	-1.7851491864123714e-4	0.297	0.278	1
Plasma K 3	PRPSAP2	0.9563425512550164	0.01165594272836161	0.114	0.111	1
Plasma K 3	RASSF5	0.9579401538086669	4.055972474991121e-4	0.107	0.111	1
Plasma K 3	GPR155	0.9581896748856384	0.014538827607886814	0.114	0.111	1
Plasma K 3	DDIT3	0.9591249656628071	0.059126918412620744	0.164	0.167	1
Plasma K 3	PPA1	0.9604897875848467	-0.030429932072080057	0.29	0.278	1
Plasma K 3	DYNLL1	0.9618266502101014	0.028576474214195402	0.593	0.556	1
Plasma K 3	SP100	0.9629179850237121	0.002228751809014079	0.107	0.111	1
Plasma K 3	C12orf57	0.963165379247297	-0.013730911847100624	0.323	0.333	1
Plasma K 3	AK6	0.9645808336499155	-0.08041157525425904	0.121	0.111	1
Plasma K 3	SYNE2	0.9660305509006386	0.00452278437776904	0.219	0.222	1
Plasma K 3	CFL2	0.969749077324179	0.016267998807197037	0.168	0.167	1
Plasma K 3	VAMP5	0.9705036785714318	0.006642623703046746	0.161	0.167	1
Plasma K 3	SEPT7	0.9723173692821311	-0.028286792116936244	0.243	0.222	1
Plasma K 3	DEDD2	0.9742617211562119	0.00456793416218651	0.162	0.167	1
Plasma K 3	CYTH4	0.9743342920468606	0.0011352579876429264	0.108	0.111	1
Plasma K 3	ZEB1	0.9743342925151084	0.0014998888029864738	0.108	0.111	1
