cell_type_epi_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Stem	EFNB2	0.14759336257195915	-0.013350327499334513	0.571	0.609	1
Stem	LINC01133	0.14788703890819876	0.033416613157039796	0.129	0.106	1
Stem	SMC2	0.14956432124877456	-0.005493552404504554	0.134	0.162	1
Stem	S100A13	0.1498325239357998	0.051795651258494946	0.452	0.43	1
Stem	USP53	0.15117386894083365	0.056395889856848014	0.465	0.445	1
Stem	ANKRD12	0.15254005530467987	-0.006918738896953158	0.505	0.557	1
Stem	SLC38A1	0.15413110972337493	0.028318725055227034	0.543	0.625	1
Stem	BAIAP2L2	0.1564708694872132	-0.02886535322889483	0.247	0.278	1
Stem	SPINK1	0.15936637370568107	0.1252041813686442	0.826	0.841	1
Stem	CLRN3	0.16027605058153457	0.05488752847573347	0.41	0.386	1
Stem	ZBTB37	0.16099398470089485	-0.02229084089966535	0.113	0.137	1
Stem	NEIL1	0.16184841769599748	-0.018236489863977093	0.084	0.105	1
Stem	CCDC68	0.16298228102227155	0.044027786731105356	0.336	0.309	1
Stem	PLEKHF2	0.16368024731217468	-0.021081441996208122	0.172	0.2	1
Stem	ANKAR	0.16502828001399256	-0.02132567206214317	0.097	0.118	1
Stem	UBE2J1	0.16582860883054815	0.041222022635672984	0.355	0.327	1
Stem	LIMA1	0.1662006427176599	-0.0020384577335186282	0.855	0.923	1
Stem	SESN3	0.1662774641409007	-0.013366516456846833	0.172	0.201	1
Stem	FOXA3	0.16649272945682178	-0.01653589424580698	0.254	0.287	1
Stem	CXCL2	0.16710120860786398	-0.027765237095773	0.162	0.19	1
Stem	GPX2	0.1672835204014446	-0.0014599105883723595	0.934	0.958	1
Stem	MAP4K4	0.16940687897822848	-0.022515440197731967	0.184	0.213	1
Stem	BTG2	0.17052241649039648	-0.006530014290766495	0.597	0.631	1
Stem	SERINC2	0.17063023535068322	0.0727179787686899	0.633	0.646	1
Stem	GNAQ	0.170998598511724	-0.0075613492416334305	0.527	0.583	1
Stem	NUCB2	0.17138693550010436	-0.027097884343518897	0.266	0.296	1
Stem	MMD	0.17486454419835704	-0.01872489036208591	0.095	0.117	1
Stem	RHOU	0.17645493469640552	-0.0145249188766272	0.09	0.111	1
Stem	THEM4	0.17653416057882168	-0.0218567585771344	0.113	0.136	1
Stem	MACF1	0.1811679935653452	0.05003642554708729	0.233	0.211	1
Stem	GALNT3	0.1826742011322996	0.06311064922413956	0.552	0.539	1
Stem	CHD3	0.18404387514565848	-0.013953025827552978	0.263	0.294	1
Stem	FOXO1	0.18417882583082798	-0.020582713742890474	0.099	0.12	1
Stem	ZC3H12C	0.1851391428836324	-0.020837271564034338	0.139	0.163	1
Stem	MAST2	0.18746932166399766	0.028100287402628044	0.178	0.155	1
Stem	HRCT1	0.18938635764082104	0.005688001294095607	0.2	0.172	1
Stem	SERTAD1	0.19122076473135283	-0.05020095773750627	0.361	0.382	1
Stem	CREBRF	0.19154501518339076	0.04447793049808327	0.229	0.206	1
Stem	PAG1	0.19160979850042623	-0.019848725773888853	0.111	0.133	1
Stem	SLC38A2	0.19277102925379735	-0.03789871010975521	0.568	0.601	1
Stem	SQLE	0.19475333330268893	0.042553935061646134	0.143	0.122	1
Stem	PDZK1IP1	0.19559251121186721	0.11386671273992821	0.575	0.595	1
Stem	PLSCR1	0.19991967866991953	0.06696493188041336	0.48	0.472	1
Stem	WNK4	0.201221075350401	-0.024374168053184042	0.231	0.259	1
Stem	SGCB	0.20231743254015605	-0.017289968259945998	0.169	0.195	1
Stem	GNA13	0.2034088052023879	-0.009033490228410157	0.131	0.156	1
Stem	ZNF292	0.20490744846015926	-0.009270148204327033	0.447	0.496	1
Stem	TTF2	0.2074375504075771	-0.01969442859722087	0.16	0.185	1
Stem	CASP8	0.2100324375277617	-0.013031314002358171	0.103	0.124	1
Stem	ARL5B	0.21357727523525158	-0.024349822121844555	0.214	0.241	1
Stem	TRIB1	0.21362791562040748	-0.006134688277405653	0.284	0.321	1
Stem	MINPP1	0.21367233845804315	-0.013159892527973296	0.11	0.131	1
Stem	ALCAM	0.2147710595574336	-0.0125707523282996	0.165	0.191	1
Stem	PON2	0.21490429138901473	0.05472528096523466	0.531	0.519	1
Stem	DOCK9	0.21569852567134637	0.021493510139952307	0.101	0.083	1
Stem	ITGA1	0.2157934527633147	0.030378609385100286	0.152	0.131	1
Stem	PSMB9	0.21761185589944115	0.03603531888783229	0.282	0.255	1
Stem	OTUD7B	0.21853223807745756	-0.016892076840931386	0.134	0.156	1
Stem	MIR200CHG	0.218868726495527	-0.019183908220016754	0.172	0.197	1
Stem	CXCL1	0.21900998300337807	0.06656656823042412	0.119	0.101	1
Stem	XBP1	0.22028721470892138	0.049011700799240665	0.56	0.542	1
Stem	SEMA6A	0.2212263101635018	0.03747328937143474	0.473	0.45	1
Stem	OXCT1	0.22130611430190564	-0.01464612990388428	0.128	0.15	1
Stem	DSTYK	0.22614351565698743	-0.017740638959098207	0.111	0.131	1
Stem	ARL4A	0.226240218862977	-0.02240779312481478	0.42	0.453	1
Stem	MAFB	0.22628248551929778	0.041025880442277673	0.136	0.115	1
Stem	PABPC4	0.23157986861161284	-0.018095773618054256	0.32	0.35	1
Stem	TMEM63A	0.2325048233292259	0.029278062237402647	0.205	0.184	1
Stem	IRF1	0.2332843917905485	0.08081940674170873	0.356	0.337	1
Stem	EIF4E	0.23405883006223116	-0.06686860090587068	0.235	0.258	1
Stem	ATP9A	0.23529361500606774	0.03324042994302351	0.334	0.31	1
Stem	PPA1	0.23572341721000142	0.0231003786105084	0.789	0.851	1
Stem	RBM33	0.23642269209940223	-0.008971036418186917	0.295	0.331	1
Stem	TPP1	0.2368705946318244	-0.01314580117372341	0.21	0.238	1
Stem	PRRG4	0.23785699053760612	-0.009707581064157478	0.355	0.392	1
Stem	NDRG1	0.23827427272184323	-0.004446665855772247	0.382	0.415	1
Stem	SPTAN1	0.24009442159675162	0.05879144314146961	0.447	0.434	1
Stem	GADD45A	0.24045842654443286	-0.016973257337032754	0.222	0.249	1
Stem	IDS	0.24314260454082204	-0.013508079310990295	0.131	0.153	1
Stem	ADGRE5	0.24495000918707616	-0.024969172219391045	0.32	0.35	1
Stem	SLC25A37	0.24518393687513784	0.046699397376440965	0.318	0.302	1
Stem	RBL2	0.24690698233036754	-0.01639303075934745	0.244	0.271	1
Stem	TNIP1	0.2469371003948441	0.01853961346382886	0.111	0.093	1
Stem	GNA11	0.2471076444495151	0.02995559232258016	0.339	0.315	1
Stem	TGFBR2	0.2576461793466758	-0.01176984047819854	0.167	0.191	1
Stem	LRCH1	0.26249985614459337	-0.01219318849887073	0.093	0.111	1
Stem	ELF3	0.26381202554339617	0.09601990576088859	0.967	0.987	1
Stem	MTHFD2	0.26437227760401155	-0.019622265508609377	0.177	0.2	1
Stem	PRUNE2	0.2681760544551469	0.011458487461012717	0.12	0.102	1
Stem	TINAGL1	0.26950543225331475	-0.020447896603751126	0.354	0.382	1
Stem	MYCBP2	0.27204750706069813	0.03357449074886723	0.264	0.242	1
Stem	LMO7	0.27377516457044615	0.0631743942440815	0.384	0.373	1
Stem	VEGFA	0.2741102049205446	0.08793046123029857	0.494	0.499	1
Stem	ZBTB4	0.274195658392822	-0.014362292757714293	0.097	0.114	1
Stem	CEBPD	0.274629962162602	-0.01759867427448325	0.531	0.564	1
Stem	LRRC8A	0.2749313364156055	0.033092448920812895	0.168	0.15	1
Stem	CD82	0.2753735452379067	0.03598265860307848	0.267	0.248	1
Stem	CKAP4	0.2757059102670354	0.013706423015148073	0.416	0.466	1
Stem	KMT2C	0.2762841492270397	0.047701813597931075	0.449	0.442	1
Stem	CCRL2	0.2764891168873466	0.01652754035040868	0.11	0.093	1
Stem	PDE3B	0.2781374659036485	-0.01951238474069847	0.15	0.171	1
Stem	ATP1B3	0.2785544455129506	0.012322833705740055	0.368	0.401	1
Stem	B2M	0.27975402070995414	0.04598816066830336	0.361	0.341	1
Stem	SHROOM1	0.2803861281991116	0.03430520446882837	0.215	0.197	1
Stem	SCGB2A1	0.28222247232612085	0.024903797109046014	0.116	0.099	1
Stem	MDK	0.28236005262825953	-0.028331491698793898	0.232	0.204	1
Stem	CDK11B	0.28242558919672983	-0.019784135541006498	0.166	0.187	1
Stem	SMIM22	0.2856182110409701	0.04433210565968859	0.87	0.907	1
Stem	PSAP	0.28892360784963067	0.06803823884188054	0.652	0.673	1
Stem	TMEM181	0.28932323858099485	0.04697557379969425	0.397	0.385	1
Stem	CCDC171	0.2914544024213005	-0.018825452717446775	0.098	0.114	1
Stem	KMT2E-AS1	0.2979777757446055	-0.011313137699980297	0.205	0.229	1
Stem	LIPG	0.298688181921611	-0.012371838397701146	0.19	0.213	1
Stem	ARHGEF11	0.3017521159169867	0.022229371369633044	0.199	0.179	1
Stem	SGK1	0.3028705263655804	-0.008270903364312493	0.185	0.208	1
Stem	CRYBG3	0.30326934159492425	0.04311051874974661	0.236	0.22	1
Stem	FGD6	0.30363427892129946	-0.014401150839295843	0.091	0.106	1
Stem	USP34	0.3049656129555882	-0.025450987025880834	0.34	0.36	1
Stem	PKP4	0.306765688620782	0.034392394260784054	0.279	0.262	1
Stem	TSC22D3	0.3073604719665759	-0.02613252649072731	0.092	0.108	1
Stem	OSBPL10	0.3087931969818107	0.01446425617133798	0.104	0.089	1
Stem	FOXN2	0.3098430934316409	-0.011415795510789861	0.131	0.15	1
Stem	NET1	0.31067513097773997	0.019669388393089182	0.653	0.732	1
Stem	AL390719.2	0.31145547153605685	0.03300496668712502	0.224	0.206	1
Stem	UACA	0.31319310553583984	-0.020812486020944765	0.337	0.362	1
Stem	MAGI1	0.31406924677802045	0.020237968598397493	0.223	0.203	1
Stem	DYRK2	0.3142851255249357	0.036711937512199755	0.328	0.309	1
Stem	CSKMT	0.3185570151913204	-0.013757018146988209	0.098	0.114	1
Stem	CRIM1	0.3193890749770112	9.71927658674876e-4	0.389	0.433	1
Stem	RUBCNL	0.319979318482377	-0.012379853938690233	0.135	0.153	1
Stem	B4GALT5	0.32003835691777716	0.0037034995346399147	0.237	0.265	1
Stem	PRKCA	0.32119686851373114	0.023248791741760477	0.242	0.223	1
Stem	CCDC107	0.3223240438055018	0.027423732068425105	0.209	0.191	1
Stem	GPAT3	0.323315626118188	-0.015498818705618062	0.1	0.115	1
Stem	ZYX	0.32771352727683833	0.022169833861557686	0.184	0.166	1
Stem	ERLEC1	0.32774887351158294	-0.016639582018602994	0.375	0.401	1
Stem	MSMO1	0.3283121029508748	0.02909976402111719	0.274	0.312	1
Stem	LMO4	0.33304163102521134	-0.004709884970129585	0.347	0.373	1
Stem	GK5	0.3335171023399568	-0.01730036472930524	0.429	0.455	1
Stem	TUFT1	0.334941655216489	-0.0028330341217481236	0.201	0.224	1
Stem	APP	0.33567102244949676	0.026974862564875135	0.85	0.897	1
Stem	PDGFA	0.3423126785254368	0.03548072615264697	0.33	0.312	1
Stem	CTSA	0.3424485250228361	-0.020113605340247698	0.444	0.464	1
Stem	CD44	0.34762935180427473	-0.004131883682435	0.25	0.276	1
Stem	ABTB1	0.34956498391431956	0.015842082820929027	0.109	0.095	1
Stem	CDC37L1	0.350306106653774	-0.011251725704188531	0.155	0.173	1
Stem	MIA3	0.35483627327016737	0.02757452261030041	0.31	0.293	1
Stem	SMCHD1	0.3641655803086413	0.02951016860370953	0.292	0.276	1
Stem	CFAP44	0.36722850241023564	-0.014005940780008053	0.113	0.128	1
Stem	ST14	0.3680980405267413	0.043135069800309456	0.74	0.761	1
Stem	RNASE1	0.3726733283677006	-0.03313896994232585	0.208	0.223	1
Stem	Z93241.1	0.37311994052913044	-0.023017467260903535	0.103	0.117	1
Stem	MAPKAPK2	0.3748889655005236	-0.009486459472972358	0.186	0.206	1
Stem	LIF	0.37942914908789654	-0.007663533344512988	0.09	0.103	1
Stem	SLC20A1	0.3797550226253326	-0.010768476467796051	0.235	0.255	1
Stem	ATP10B	0.38389933258787373	0.05156686390427134	0.489	0.494	1
Stem	EDEM1	0.3842751352074563	-0.010012442827394247	0.137	0.153	1
Stem	RCAN3	0.3847284382694139	-0.006283894686097677	0.113	0.128	1
Stem	IFIH1	0.3892326920947656	-0.006606519936626198	0.121	0.137	1
Stem	HSD17B2	0.38971859701556094	0.012877875810681144	0.253	0.233	1
Stem	SGMS1	0.3911894768015502	0.018974567375027868	0.168	0.153	1
Stem	FBLIM1	0.3911969488853304	0.03213722810232067	0.319	0.305	1
Stem	EPSTI1	0.39134187636819123	-0.003853138036030851	0.191	0.211	1
Stem	SGMS2	0.3961078658190516	-0.007819794137299718	0.259	0.281	1
Stem	CYTH1	0.39639189766872834	0.027123950643074962	0.207	0.191	1
Stem	CHP1	0.4000468219297013	0.03807780801667682	0.577	0.592	1
Stem	TXNDC11	0.40124066298464084	-0.02021889496472623	0.177	0.192	1
Stem	SOCS1	0.4039724174306476	0.02715468094879267	0.152	0.138	1
Stem	EPHA4	0.4056507475462945	-0.007708612611107571	0.104	0.118	1
Stem	CCSER2	0.4063452775818544	-0.030677607408748753	0.226	0.242	1
Stem	ARHGEF38	0.41442097288442997	0.028352351828867445	0.198	0.184	1
Stem	HLA-B	0.418731393947254	0.013693765908815714	0.265	0.246	1
Stem	AC090114.2	0.4243276260846023	-0.011841561054862865	0.13	0.144	1
Stem	DSP	0.43111481534629364	2.065624903258012e-5	0.856	0.894	1
Stem	KCNK1	0.43566890659566926	0.043300719200461135	0.34	0.332	1
Stem	RNF149	0.43581701246093996	0.017317537286992035	0.121	0.109	1
Stem	VPS37B	0.43603299773677934	0.02415432688683425	0.247	0.233	1
Stem	SMIM24	0.4366549436175491	0.007115101333437512	0.306	0.284	1
Stem	JUP	0.4367863919448617	0.04532892234203778	0.523	0.529	1
Stem	CACNA1D	0.4400852314067689	0.01573024873523053	0.129	0.117	1
Stem	F2RL1	0.4525910301692695	-0.002514830775863175	0.333	0.359	1
Stem	MINDY2	0.45341481800986916	-0.0012317057056386027	0.224	0.243	1
Stem	SDCBP	0.45363702926300764	0.013911631511499878	0.437	0.477	1
Stem	SIRT6	0.4568601055955441	0.020138171003895422	0.149	0.137	1
Stem	SLC2A1	0.4577289044901466	0.009281660177417106	0.153	0.169	1
Stem	RALGPS2	0.46058664159396334	0.021136845063414567	0.214	0.2	1
Stem	TP53INP2	0.4608335680319313	-0.012507432468004231	0.137	0.15	1
Stem	KLF6	0.46187086094752666	0.011479574053104027	0.104	0.093	1
Stem	EZR	0.46217214434415393	0.06480369897243765	0.653	0.682	1
Stem	SH3KBP1	0.4631023266757595	0.034183442356033766	0.468	0.458	1
Stem	NLRC5	0.4679260174458937	0.02294622762495263	0.126	0.115	1
Stem	TEP1	0.4691748008550644	0.01589260039943821	0.14	0.128	1
Stem	LAMP1	0.4703460971974008	0.012036384164312963	0.538	0.59	1
Stem	MAL2	0.4726348425050625	0.023269762477099998	0.566	0.608	1
Stem	RNF19A	0.4727381353852609	0.017642041996368707	0.2	0.187	1
Stem	SPCS3	0.47485366374777666	-0.002960216427074669	0.279	0.302	1
Stem	ELOB	0.4805444012015986	-0.0029838819854053344	0.911	0.943	1
Stem	ERO1A	0.48239573589221013	0.023252307576199838	0.375	0.41	1
Stem	TTC3	0.4828372529230116	0.01158527559433098	0.687	0.726	1
Stem	STX7	0.48456210755197243	-0.005603099880526374	0.285	0.303	1
Stem	MIR22HG	0.48887809995270537	-0.026412892335798438	0.198	0.208	1
Stem	LRP10	0.490113315879083	0.005084491076783465	0.192	0.178	1
Stem	RNF19B	0.4908056479443	0.013854175883282915	0.194	0.181	1
Stem	RLF	0.49273363369384704	-0.0031593359730473225	0.21	0.226	1
Stem	ELOVL6	0.49621307306497225	0.04287094783823614	0.29	0.281	1
Stem	TRIM2	0.49817614603615135	-0.008953186765808363	0.635	0.659	1
Stem	MAN2B2	0.49845054444899334	0.014132454800734218	0.156	0.144	1
Stem	SDC1	0.5022048412025039	6.799394343945386e-4	0.422	0.446	1
Stem	ITGB6	0.5033790854934732	-0.00271047665363211	0.187	0.203	1
Stem	TMEM54	0.5054557224419427	0.07918449472565103	0.865	0.908	1
Stem	CENPF	0.5059228871187607	0.12457336419540915	0.127	0.14	1
Stem	SMPD3	0.508977940242519	0.017488968212437395	0.275	0.262	1
Stem	FZD8	0.5108552936291104	0.015605093594841316	0.109	0.099	1
Stem	RHPN2	0.5114318735204185	0.03131527034004539	0.32	0.309	1
Stem	RFK	0.5130658787117282	0.002841921521548163	0.274	0.293	1
Stem	CCDC88B	0.5184180568869576	-0.00904326279632331	0.144	0.155	1
Stem	PLEKHG6	0.5203046440831794	-0.0054553219641488016	0.185	0.2	1
Stem	NUB1	0.520485739499939	-0.0028217801476883575	0.258	0.277	1
Stem	CENPW	0.5220094138414919	0.020938215606012958	0.111	0.102	1
Stem	NCOA7	0.5282965304127283	0.06703726722711201	0.373	0.364	1
Stem	CCDC88C	0.5368585073187433	-0.00651142079570019	0.136	0.147	1
Stem	GGT6	0.5379691788584697	0.032374553067391676	0.493	0.491	1
Stem	ANKRD36B	0.5395149504686259	-0.006378234308809155	0.101	0.111	1
Stem	POF1B	0.5399728460965011	0.03232616033965696	0.503	0.506	1
Stem	TNRC6C	0.54001382007114	-0.007551589763960628	0.107	0.117	1
Stem	N4BP2	0.5410944207534076	-0.012487056312181138	0.154	0.165	1
Stem	PNPLA8	0.543270881046092	0.002729585190694911	0.146	0.159	1
Stem	HYOU1	0.5475877750692922	-0.003528953423198894	0.185	0.198	1
Stem	IFNGR1	0.5535458664121531	0.010857617052537072	0.21	0.229	1
Stem	SEL1L	0.5542506307371247	-0.008953186765808308	0.275	0.29	1
Stem	LRP1	0.5545968638041379	0.02444064934848844	0.227	0.217	1
Stem	MYRF	0.5580631623242502	-0.006640515352478296	0.093	0.102	1
Stem	ANKRD10	0.558605284716325	0.005161863509024589	0.301	0.327	1
Stem	JAK2	0.5734130045028993	0.010654621041943577	0.112	0.103	1
Stem	ANKRD36C	0.5737459250687282	0.011876053688004096	0.226	0.241	1
Stem	PLIN3	0.5830641545315199	0.01985870695202155	0.253	0.243	1
Stem	ZC3H12A	0.583200187811438	0.02055411727211859	0.303	0.292	1
Stem	AL031777.3	0.5843076761536148	0.008723969719455299	0.14	0.131	1
Stem	RND3	0.5847001727629371	-0.007961790084199338	0.368	0.382	1
Stem	MPZL2	0.5885159758215299	0.02482850227243577	0.29	0.283	1
Stem	VPS13C	0.5891627169748328	0.017322164716450317	0.393	0.424	1
Stem	RHBDD2	0.5912719487490239	-0.006637923480330321	0.135	0.144	1
Stem	HIST1H2AC	0.5918006448809877	0.03920246823366802	0.283	0.276	1
Stem	STAT1	0.5922814096137188	0.018149411910733798	0.135	0.127	1
Stem	C6orf132	0.5930318298106342	-0.002055161231398539	0.22	0.233	1
Stem	SIRT1	0.5945357786238588	0.0024698648060545447	0.181	0.194	1
Stem	GNS	0.5966977886306112	3.491689946757415e-4	0.201	0.214	1
Stem	FAM3D	0.6014831334107298	0.04000265181496587	0.939	0.988	1
Stem	TRAM1	0.6019069357295384	0.025208730095455323	0.371	0.364	1
Stem	HIPK1	0.6021978914853829	0.013100330629028822	0.315	0.308	1
Stem	TSPAN13	0.6023369201914159	-0.004227226200503087	0.538	0.557	1
Stem	PTPRH	0.6055763444153235	0.011769847519133625	0.125	0.117	1
Stem	PDIA4	0.6161993061756266	0.04173246390499363	0.505	0.516	1
Stem	FNDC3B	0.61637327763478	0.010370320713286307	0.338	0.359	1
Stem	SPINT1	0.6192097295842852	0.029722429047461696	0.652	0.666	1
Stem	RASA2	0.6211003400052191	-0.0019880354651481413	0.244	0.257	1
Stem	ACTR3	0.6235686782961802	0.03266813244840461	0.562	0.624	1
Stem	KIF20B	0.6254085824267248	0.037929828074073996	0.117	0.128	1
Stem	WARS	0.6259672116366288	-0.001263424046771905	0.129	0.138	1
Stem	SDF2L1	0.6277233806843595	0.004937874259571817	0.304	0.321	1
Stem	UGCG	0.6302661029082561	-0.00740133809212809	0.203	0.214	1
Stem	KIAA1147	0.6350069710519499	-2.6465045761034367e-4	0.221	0.235	1
Stem	TRIM38	0.6363305714941503	0.0022433066705536686	0.322	0.335	1
Stem	HIST1H2BG	0.6383390623409058	-0.01260816837604678	0.215	0.203	1
Stem	TRIM56	0.6395405556161793	-0.010861088715511169	0.301	0.309	1
Stem	CPEB4	0.642517634120134	0.01430864155471645	0.23	0.222	1
Stem	EHD4	0.6451533136229302	-0.00882258403401645	0.191	0.2	1
Stem	SLCO2B1	0.6453409341579126	-0.006966271737647467	0.102	0.109	1
Stem	ADAM15	0.6458384693115706	0.024140583165996543	0.359	0.356	1
Stem	PCLO	0.6574911444276612	-0.018394668618466614	0.265	0.273	1
Stem	RBBP8	0.6595275466974453	0.006289333245775797	0.177	0.169	1
Stem	CYBC1	0.6612550899653006	0.009298799040156097	0.132	0.125	1
Stem	GNG12	0.6681258857065175	0.022554237068257432	0.523	0.522	1
Stem	MEF2D	0.6728160112576809	0.013538359888073712	0.135	0.128	1
Stem	GOLGA8A	0.6749226006508804	-0.004994653226016527	0.187	0.197	1
Stem	KLF2	0.6771391886985614	0.008756051335088166	0.103	0.098	1
Stem	HERPUD2	0.6800385004315388	-0.0035826622408569597	0.186	0.195	1
Stem	ENC1	0.6826987316268673	0.0034961343675420364	0.29	0.302	1
Stem	ARAP2	0.6865033567661296	0.01333743253036529	0.112	0.106	1
Stem	TDP2	0.686676159005605	0.0485732784381967	0.493	0.507	1
Stem	UAP1	0.688912788028843	0.005974525218912841	0.439	0.455	1
Stem	RAP1B	0.6929559527082602	0.0030619677321399585	0.211	0.222	1
Stem	SPDEF	0.6951200618241828	6.163421044010631e-4	0.182	0.173	1
Stem	INPP4B	0.6973561752038546	0.007632830914032315	0.126	0.12	1
Stem	JOSD1	0.7024088983922185	0.005390617942139325	0.212	0.204	1
Stem	MKI67	0.7076345706462122	0.07029626274239084	0.112	0.121	1
Stem	ITGAV	0.7082413914752326	0.016380593528765308	0.221	0.216	1
Stem	NDE1	0.709958074287403	0.00889305410250002	0.109	0.103	1
Stem	HPGD	0.7146547389751213	0.019582749146727002	0.196	0.191	1
Stem	USP15	0.7177241415832559	-0.005240213466640137	0.242	0.251	1
Stem	SGPP1	0.7183533987411439	3.494130908679449e-5	0.158	0.166	1
Stem	ABHD17C	0.7202993051488383	0.019575631936957938	0.41	0.407	1
Stem	AL355075.4	0.7205708172606644	-0.017013461843963226	0.095	0.101	1
Stem	DNAJC10	0.7222599761120319	-0.001955604259839372	0.255	0.265	1
Stem	SLC25A29	0.7231503699009597	-0.004771714259481474	0.101	0.106	1
Stem	INAFM1	0.7260720863707515	-0.0032774815177551153	0.097	0.102	1
Stem	MAPK8IP3	0.7264529794157839	0.0031334652476318753	0.103	0.098	1
Stem	WDR60	0.7266004641506847	-0.011850164741112168	0.283	0.287	1
Stem	HNF4A	0.7277406294184399	0.01767266424036895	0.544	0.538	1
Stem	NEBL	0.7296598295374965	-0.006102369419551279	0.138	0.144	1
Stem	TMEM173	0.7324435767051687	0.012923096497920089	0.226	0.22	1
Stem	CCSER1	0.7341190736340559	7.997177892991036e-4	0.134	0.14	1
Stem	CAP1	0.7350693483009382	0.06507104977356948	0.6	0.633	1
Stem	SLC7A8	0.7375226592320109	-0.0012096139231179415	0.156	0.149	1
Stem	NRBP2	0.738682619877556	0.004848923434494418	0.175	0.184	1
Stem	CDK17	0.7392447729056398	-0.0023296457828089756	0.107	0.112	1
Stem	PLXNB1	0.7402159513345041	0.005137876078436965	0.258	0.27	1
Stem	FAM84A	0.7433031459541888	-0.009513271295271714	0.24	0.246	1
Stem	CDC42SE1	0.7453991110202487	0.005006547829594421	0.178	0.187	1
Stem	TNFRSF25	0.747400392750997	-0.0013899933850320123	0.159	0.166	1
Stem	YPEL3	0.7489640428585923	0.0067227239136471995	0.147	0.141	1
Stem	FYCO1	0.7511464925873359	-0.007098933977127617	0.103	0.108	1
Stem	C1orf115	0.7520156821316476	7.012131273929356e-4	0.134	0.14	1
Stem	MET	0.7557817239308027	0.01651929546797773	0.22	0.233	1
Stem	INSIG1	0.7609426919587754	0.03092116374426951	0.22	0.216	1
Stem	KIAA0319L	0.7615592407225664	0.027583449141379	0.303	0.305	1
Stem	PPP1R15B	0.7669901164052123	0.0076618648111091425	0.323	0.332	1
Stem	SPAG9	0.7680290011546025	0.009232500077710704	0.337	0.332	1
Stem	NAPRT	0.7710817485237208	0.003708696297056946	0.386	0.397	1
Stem	CDH17	0.7763033809955007	0.03171044840330173	0.818	0.85	1
Stem	FEM1C	0.7773432001995333	0.012179954590473385	0.24	0.236	1
Stem	PER1	0.779399269614356	0.01113396648962739	0.144	0.14	1
Stem	LHFPL2	0.7830867250586223	0.004885505900522655	0.122	0.118	1
Stem	SPATS2L	0.7838711801679109	0.019159186982648124	0.337	0.351	1
Stem	EXPH5	0.7843716547357382	0.006630218712453506	0.402	0.413	1
Stem	IL13RA1	0.7849225680908325	0.0027798567339853975	0.327	0.319	1
Stem	VIPR1	0.7902982400957591	-0.0016320843605440172	0.249	0.257	1
Stem	CFDP1	0.798418866265288	0.005029702007477543	0.337	0.343	1
Stem	SMC4	0.8077546118379267	0.028255197645636165	0.217	0.216	1
Stem	BAZ2B	0.8088430784860965	0.003463030553979618	0.428	0.421	1
Stem	MVP	0.8091345631663558	0.03530306681396078	0.645	0.668	1
Stem	C1orf21	0.8108647284131004	-0.003295413537468983	0.512	0.52	1
Stem	GRINA	0.8174831159524105	0.010181046264771926	0.2	0.197	1
Stem	NFE2L3	0.8221692946089039	0.0188634735718948	0.14	0.138	1
Stem	P4HA2	0.8248665847312334	0.008106754152225143	0.174	0.171	1
Stem	TNFRSF1A	0.8261742597935481	0.02990823390731917	0.33	0.338	1
Stem	ARGLU1	0.8275759699611982	0.017631529015465164	0.761	0.745	1
Stem	PLS1	0.8279401427985074	0.06053883816179628	0.574	0.611	1
Stem	AL591895.1	0.8287458117781054	9.944626371878873e-4	0.144	0.149	1
Stem	PAPSS2	0.8303124825620379	0.0024752854037838334	0.591	0.59	1
Stem	ITGB5	0.835397017578077	0.0027894424030267817	0.223	0.23	1
Stem	BAG3	0.8360493964797264	0.02141232520577313	0.236	0.245	1
Stem	TLCD2	0.8370338652545783	0.007281435332490316	0.432	0.429	1
Stem	CTTNBP2NL	0.8377778832295425	0.012799455714184504	0.32	0.331	1
Stem	CTSO	0.8384198920715078	2.147709817102439e-4	0.141	0.146	1
Stem	ZFP36L1	0.8415657569096813	0.010535826602542597	0.561	0.557	1
Stem	PDE9A	0.8531957595258944	0.01857491817289228	0.214	0.223	1
Stem	RARRES1	0.8547410017261924	0.027958344439803606	0.591	0.621	1
Stem	HOOK3	0.8563095861375685	0.0056370490499642045	0.105	0.109	1
Stem	ALAS1	0.8588198323225986	6.262537639817045e-4	0.215	0.22	1
Stem	PALLD	0.8641937596515379	0.01937596905661554	0.407	0.423	1
Stem	PHLDA2	0.8645199397036645	-0.020147539060497044	0.484	0.49	1
Stem	ZBTB18	0.8645391411740604	0.00744260262747562	0.186	0.184	1
Stem	LMNA	0.8663356900872905	0.013295991200921398	0.551	0.576	1
Stem	SYNRG	0.8666625349171213	0.014370031702887226	0.195	0.194	1
Stem	IL4R	0.8686383994343928	0.006647687671722191	0.148	0.146	1
Stem	C2orf88	0.868739972916303	0.006442765438992332	0.173	0.169	1
Stem	PDE4A	0.8692510000826166	0.004489178528930077	0.141	0.146	1
Stem	TJP1	0.871079218280207	0.00971418706185151	0.256	0.264	1
Stem	TPM1	0.8745346796426213	0.010818100992546542	0.792	0.844	1
Stem	FA2H	0.8766224413159481	0.012669625365752418	0.162	0.16	1
Stem	HIF1A	0.8772336659022077	0.04215097072285118	0.448	0.465	1
Stem	BMP2	0.8775688208761693	0.02596524145164758	0.343	0.345	1
