cell_type_str	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Glia	ZBTB20	4.9786649263748356e-5	0.31147617089569746	0.843	0.806	1
Glia	CD44	2.0197056115788594e-4	0.31124575898469764	0.478	0.358	1
Glia	IFIT2	1.716111349719829e-6	0.31097858270657297	0.243	0.108	0.037364892417449835
Glia	SDC3	9.167413025717018e-10	0.30952657141617845	0.365	0.164	1.9960208380893665e-5
Glia	BCL2	5.188585693057947e-16	0.3059273433116674	0.322	0.096	1.1297107629495068e-11
Glia	TBX3	4.8277678272526496e-12	0.30519222136542357	0.374	0.149	1.0511498890277195e-7
Glia	PIGR	1.6350307360533351e-15	0.30487305296505635	0.374	0.118	3.5599524216089266e-11
Glia	FAM107B	4.967693930811959e-6	0.3037635616027504	0.365	0.216	0.10816159995556877
Glia	VWA1	2.102928810371262e-15	0.30283063741490457	0.617	0.282	4.578706898821348e-11
Glia	NDRG1	1.3658229316409584e-5	0.3012316292500852	0.487	0.334	0.2973806269061859
Glia	PRKCA	1.2185730488302177e-14	0.3004144523779041	0.304	0.093	2.653199099218033e-10
Glia	RCAN1	5.132917695428929e-6	0.29946637856212677	0.252	0.119	0.11175901698257407
Glia	NES	1.0175781597504562e-6	0.2991915484206915	0.47	0.275	0.022155729272246683
Glia	WIPF1	3.4401902966305732e-9	0.29888260738384365	0.4	0.2	7.490326332853747e-5
Glia	ZFAND5	0.0021445360317358672	0.29772266071219267	0.687	0.69	1
Glia	MGAT4C	8.764472730721837e-110	0.28994506687166677	0.209	0.002	1.9082886476600656e-105
Glia	CELF2	4.500151813404995e-7	0.28984344188809347	0.383	0.206	0.009798180543326696
Glia	COL8A1	1.4578148204598068e-13	0.28808906012254165	0.609	0.268	3.1741002085871374e-9
Glia	QKI	6.958762831460036e-5	0.28688351076534657	0.652	0.547	1
Glia	SHISA9	4.242165650134339e-134	0.2855057930291853	0.209	0	9.236467270037496e-130
Glia	SYT11	6.018518168628615e-8	0.2849733712595599	0.348	0.17	0.0013104119608555083
Glia	NPTX2	1.3000920892906365e-37	0.2849245058863679	0.252	0.027	2.830690506012503e-33
Glia	OGFRL1	4.602403259327845e-5	0.2789483924830264	0.226	0.114	1
Glia	COL21A1	3.798594179543312e-15	0.2773924562736832	0.287	0.079	8.270679107119653e-11
Glia	CDC42EP5	4.5135198289753514e-5	0.27669207383625805	0.513	0.366	0.9827286723628033
Glia	ISG15	0.02484819875693918	0.27471045667147986	0.322	0.482	1
Glia	SOX8	2.3262837815875602e-26	0.2741439906541612	0.139	0.011	5.065017677650594e-22
Glia	ABI3BP	2.1230843409073925e-6	0.2733992452955032	0.417	0.225	0.04622591535457666
Glia	TNS3	0.03141311295277006	0.2698574207817743	0.348	0.29	1
Glia	ID2	0.0021579508498975677	0.264720375056988	0.609	0.526	1
Glia	INSC	4.178807580732085e-43	0.2645451959104747	0.278	0.028	9.09851774552797e-39
Glia	PCSK1N	1.1142372166709926e-21	0.2632484112979794	0.139	0.015	2.426028691857752e-17
Glia	MDK	0.0167949634169073	0.2598962093730579	0.409	0.338	1
Glia	USP53	9.530431382090281e-4	0.2598339964597108	0.261	0.164	1
Glia	IFI27	0.19389272028795093	0.25829079952837075	0.591	0.574	1
Glia	MXI1	2.462042738749252e-7	0.2580080300075247	0.426	0.239	0.0053606056550787465
Glia	IL11RA	2.3313296173563063e-6	0.25664263496872797	0.252	0.116	0.05076003975869886
Glia	HEXIM1	4.41622176757808e-4	0.2564031541619701	0.583	0.486	1
Glia	HLA-DQA2	4.413600517033255e-24	0.25314050852715353	0.174	0.02	9.609732405736506e-20
Glia	POU3F1	1.3866224606412569e-8	0.25266025952414717	0.217	0.075	3.019093083554209e-4
Glia	SNCA	6.856325193368287e-22	0.2516916759237171	0.287	0.058	1.4928276843520773e-17
Glia	SESN3	0.1686982794412978	0.2500186941823342	0.296	0.254	1
Endothelial	VWF	0	2.66761181675049	0.956	0.006	0
Endothelial	PECAM1	0	2.45181179706114	0.986	0.015	0
Endothelial	CLDN5	0	2.2349681621588733	0.802	0.006	0
Endothelial	ACKR1	2.1337562954962407e-230	2.1396579823545485	0.429	0.005	4.645827582183965e-226
Endothelial	AQP1	0	1.951734654502925	0.706	0.044	0
Endothelial	CD93	0	1.934475378347812	0.906	0.022	0
Endothelial	EGFL7	0	1.9172526080655894	0.947	0.032	0
Endothelial	RAMP2	0	1.8687569118523868	0.923	0.063	0
Endothelial	HSPG2	6.546816809321539e-250	1.849732016738401	0.94	0.462	1.4254384238935787e-245
Endothelial	TM4SF1	0	1.6722686676761782	0.912	0.185	0
Endothelial	RNASE1	0	1.670002353994434	0.885	0.023	0
Endothelial	ENG	9.328573815536514e-280	1.604181177080346	0.904	0.311	2.031110376856765e-275
Endothelial	PODXL	0	1.5552523645781622	0.764	0.007	0
Endothelial	CLEC14A	0	1.553376307193562	0.873	0.052	0
Endothelial	CALCRL	0	1.5335488210650037	0.84	0.066	0
Endothelial	ITGA6	0	1.5147450278032595	0.843	0.051	0
Endothelial	CD320	4.407871087282185e-193	1.505441019831461	0.662	0.136	9.597257718339502e-189
Endothelial	CDH5	0	1.490450785941952	0.884	0.003	0
Endothelial	SOX18	0	1.483516686360205	0.802	0.007	0
Endothelial	CD74	3.549264261285595e-208	1.4683307260011202	0.783	0.215	7.727813076097126e-204
Endothelial	CAVIN2	4.813027050856544e-279	1.4676262525658563	0.797	0.143	1.0479403797829954e-274
Endothelial	HYAL2	0	1.4589545303725644	0.849	0.161	0
Endothelial	INSR	6.6836656854310084e-183	1.456755097398979	0.701	0.192	1.4552345296888935e-178
Endothelial	IFI27	1.315567286209823e-187	1.4323759262515627	0.928	0.48	2.864384652264648e-183
Endothelial	PLVAP	0	1.4282149515052587	0.755	0.003	0
Endothelial	PCDH17	0	1.4230741344129993	0.664	0.035	0
Endothelial	GNG11	5.111552481839535e-226	1.4136848928232935	0.953	0.56	1.112938321870922e-221
Endothelial	FLT1	0	1.4053511629386684	0.7	0.009	0
Endothelial	PTPRB	0	1.3844268363204073	0.849	0.008	0
Endothelial	ENPP2	7.978337045912869e-178	1.3629516162432012	0.508	0.061	1.737123325006609e-173
Endothelial	FABP5	8.602670324531337e-111	1.3471058347336964	0.635	0.206	1.873059409760208e-106
Endothelial	VWA1	1.2318862054799895e-220	1.3376095950560716	0.753	0.172	2.682185835191581e-216
Endothelial	SRGN	1.2242958052833085e-298	1.3282724203135703	0.84	0.13	2.6656592568433475e-294
Endothelial	GIMAP7	0	1.2983066970175716	0.796	0.014	0
Endothelial	SLCO2A1	0	1.2916114919629569	0.668	0.003	0
Endothelial	EMCN	0	1.2852168464183658	0.811	0.016	0
Endothelial	IGFBP3	4.5865916265422974e-63	1.2823839183682926	0.509	0.209	9.986385948470543e-59
Endothelial	HLA-E	1.4208323173791154e-240	1.2768077034757561	0.987	0.789	3.093578204629548e-236
Endothelial	TGFBR2	8.457391891135766e-207	1.276456469591851	0.926	0.518	1.8414279364569903e-202
Endothelial	RGCC	5.002842839155878e-101	1.2383885336384262	0.539	0.163	1.0892689713694093e-96
Endothelial	MMRN2	0	1.2198648088278663	0.813	0.017	0
Endothelial	KDR	0	1.2160882234076602	0.64	0.003	0
Endothelial	S1PR1	0	1.2004665105772359	0.807	0.008	0
Endothelial	COL15A1	1.7278261606784087e-118	1.1921970883421524	0.778	0.39	3.7619958996450996e-114
Endothelial	EDN1	2.113712888235552e-186	1.1637169683684943	0.366	0.008	4.6021870715552676e-182
Endothelial	GIMAP4	0	1.1447747146464535	0.766	0.012	0
Endothelial	STC1	6.189517356798305e-156	1.1415894465063596	0.36	0.019	1.3476436140956949e-151
Endothelial	SLC9A3R2	8.71781762339056e-112	1.1322953136742835	0.734	0.363	1.8981304311408266e-107
Endothelial	ICAM2	0	1.0973469279806098	0.748	0.046	0
Endothelial	ADGRF5	2.215132509133446e-235	1.0859891133277957	0.698	0.094	4.823008012136252e-231
Endothelial	EPAS1	1.0404730171971027e-171	1.0763618662778809	0.91	0.464	2.2654219003432515e-167
Endothelial	PALMD	0	1.0670584961529916	0.731	0.029	0
Endothelial	HEG1	6.942635165957045e-179	1.061756509225261	0.756	0.244	1.5116199546838273e-174
Endothelial	CYYR1	0	1.061126330562119	0.72	0.006	0
Endothelial	ADAM15	0	1.0608515185212546	0.745	0.074	0
Endothelial	LMO2	0	1.0509043934333346	0.728	0.019	0
Endothelial	EHD4	6.806490160069045e-305	1.0226652854911136	0.704	0.063	1.4819771025518332e-300
Endothelial	TM4SF18	0	1.0174481382021632	0.579	0	0
Endothelial	CAV1	8.012288391604006e-116	1.0171989807609334	0.92	0.561	1.7445155515039402e-111
Endothelial	ID1	5.422773779285995e-89	0.9955071636573601	0.731	0.372	1.1807005349639397e-84
Endothelial	SERPINE1	2.515785091231927e-73	0.987545906260331	0.428	0.127	5.477618879139274e-69
Endothelial	CRIP2	9.067686948282377e-190	0.9841401165131869	0.928	0.444	1.974307479249522e-185
Endothelial	COL4A1	5.978395151405585e-68	0.9778606913752981	0.851	0.646	1.301675976315538e-63
Endothelial	JAM2	4.279862216990131e-263	0.9774781620605383	0.69	0.084	9.318544005052613e-259
Endothelial	SELE	1.4563132506270553e-83	0.9675252862742428	0.156	0	3.170830840590287e-79
Endothelial	FAM167B	0	0.965838730062722	0.591	0.016	0
Endothelial	GNAI2	2.5708638975264595e-177	0.962691878109893	0.937	0.627	5.5975419640843605e-173
Endothelial	SPARCL1	2.2590304232540035e-123	0.9612952132872454	0.956	0.747	4.9185869405509415e-119
Endothelial	CCDC85B	1.3982219350875513e-175	0.9560210554626344	0.901	0.513	3.0443486192661253e-171
Endothelial	MPZL2	0	0.9555215112862977	0.572	0.005	0
Endothelial	MMRN1	1.0586203352517567e-171	0.9534047588154116	0.313	0.001	2.30493405594365e-167
Endothelial	EFNB2	2.6161316375098674e-181	0.9519137948856634	0.561	0.083	5.696103414350234e-177
Endothelial	THSD7A	1.2840005213304709e-303	0.9517366478383888	0.615	0.026	2.7956543350928343e-299
Endothelial	ELK3	1.1845865193890109e-201	0.9299149583485677	0.819	0.271	2.5792002286656933e-197
Endothelial	PRCP	3.507410827162423e-85	0.9282435051582708	0.608	0.289	7.636685593980743e-81
Endothelial	ROBO4	0	0.9274772145212203	0.656	0.004	0
Endothelial	FABP4	5.506908834338833e-8	0.9234073353903253	0.231	0.153	0.0011990192605005941
Endothelial	RBP7	1.7851965428423788e-192	0.9187025366940458	0.376	0.007	3.886908432730711e-188
Endothelial	SPRY1	1.794681154396848e-88	0.9156092164574492	0.748	0.408	3.907559277468257e-84
Endothelial	DOCK9	2.056570083373824e-296	0.9069528230722982	0.715	0.071	4.4777700425298275e-292
Endothelial	MTUS1	9.577203891433294e-166	0.9002278876626086	0.758	0.249	2.0852446032817713e-161
Endothelial	NFIB	5.045205573690132e-147	0.8989070916931852	0.895	0.478	1.0984926095595524e-142
Endothelial	DUSP6	9.476351849049209e-170	0.8951229845462305	0.679	0.163	2.0632860880934843e-165
Endothelial	IL3RA	0	0.894670057789575	0.673	0.014	0
Endothelial	ARHGAP29	9.667127906647562e-203	0.888245208919185	0.788	0.2	2.1048237591143735e-198
Endothelial	TSPAN7	3.8954508498810144e-286	0.8866261049974656	0.579	0.023	8.481565135445932e-282
Endothelial	MSN	7.436268785771622e-129	0.8769812224835183	0.852	0.5	1.6190988027260551e-124
Endothelial	NUAK1	2.748827690087166e-154	0.8718967419610912	0.675	0.19	5.985022529626786e-150
Endothelial	TIE1	0	0.8572441183803259	0.681	0.002	0
Endothelial	THBD	8.811047487728329e-176	0.8526219863108586	0.599	0.103	1.918429369503089e-171
Endothelial	APLNR	2.457881013281533e-228	0.8521711297298349	0.442	0.009	5.351544330217882e-224
Endothelial	MGST2	3.4373558276461753e-245	0.8496388945250103	0.73	0.121	7.484154843534017e-241
Endothelial	STOM	3.719806293477939e-131	0.8484070863488143	0.86	0.494	8.099134242789518e-127
Endothelial	HLA-DRA	4.626010830182606e-188	0.8338304477800852	0.631	0.106	1.0072213380556588e-183
Endothelial	TCF4	3.930532901775433e-121	0.8326874497975021	0.951	0.778	8.55794928703565e-117
Endothelial	NEDD9	4.462961738908049e-230	0.8308968201156395	0.664	0.092	9.717206594124496e-226
Endothelial	PCAT19	0	0.8295676978069453	0.671	0.002	0
Endothelial	BMPR2	5.983079836171824e-117	0.828834597048901	0.789	0.425	1.3026959727296913e-112
Endothelial	SPTBN1	3.778005445205283e-128	0.8274444345272846	0.932	0.638	8.225851255845463e-124
Endothelial	LIFR	8.232027058194052e-77	0.8246318208551561	0.547	0.219	1.792359251380591e-72
Endothelial	LDB2	1.2363127683403942e-203	0.821573310343223	0.703	0.149	2.69182379050754e-199
Endothelial	WWTR1	9.82425771878631e-111	0.8196505388428661	0.8	0.437	2.1390356331113435e-106
Endothelial	TPM3	2.935334469381847e-167	0.8176175080409953	0.805	0.305	6.391103740185095e-163
Endothelial	KLF2	1.1317002952782728e-90	0.8114635711571299	0.846	0.5	2.4640510529093836e-86
Endothelial	CD36	7.108240379342105e-60	0.807255828314078	0.258	0.049	1.5476771777941566e-55
Endothelial	MCF2L	5.361532816464738e-286	0.8025384288905418	0.604	0.03	1.1673665401288673e-281
Endothelial	CXCL12	1.583069339857781e-30	0.800202686345509	0.355	0.171	3.4468168736723467e-26
Endothelial	NRP1	2.621072546031802e-129	0.7994740764299311	0.775	0.332	5.706861254475043e-125
Endothelial	F2RL3	1.1507841507292749e-203	0.7948709559113809	0.418	0.014	2.50560233138285e-199
Endothelial	DUSP23	8.647921116579114e-117	0.7918146648338009	0.546	0.151	1.8829118647127704e-112
Endothelial	SELP	1.2981717273076008e-188	0.7820770239605864	0.351	0.003	2.826509301866839e-184
Endothelial	RAPGEF5	5.750452076376239e-237	0.7787567179939101	0.654	0.076	1.2520459305893985e-232
Endothelial	ETS1	2.4648097707892253e-139	0.7754150537186295	0.692	0.226	5.36663031393938e-135
Endothelial	ARL4A	1.063416084776309e-135	0.7706049734468474	0.564	0.131	2.3153758413834576e-131
Endothelial	HLA-DPA1	1.8592244589514876e-145	0.7698663420264372	0.626	0.157	4.048089414475074e-141
Endothelial	EMP1	1.3319909051560841e-114	0.7606829801631456	0.814	0.394	2.900143797796342e-110
Endothelial	ECE1	2.702312048487793e-150	0.7485210421745037	0.778	0.283	5.8837440231724715e-146
Endothelial	FAM213A	3.7493046405804315e-131	0.7473908123268722	0.604	0.168	8.163360993935773e-127
Endothelial	CDC42EP3	2.291666771838467e-203	0.7468154615466864	0.667	0.112	4.989646062323894e-199
Endothelial	RASIP1	0	0.7421827546259339	0.634	0.028	0
Endothelial	INHBB	6.098165326161155e-222	0.7397491724532984	0.414	0.005	1.3277535364650682e-217
Endothelial	SWAP70	1.064703444719613e-171	0.7320505985508143	0.664	0.155	2.3181788101880135e-167
Endothelial	PREX2	1.1510627858696944e-185	0.7275380372845475	0.678	0.139	2.5062090036740854e-181
Endothelial	HLA-DRB1	2.5614699194332934e-205	0.7270352298175262	0.561	0.057	5.57708845558211e-201
Endothelial	TEK	0	0.7258907424071771	0.571	0.009	0
Endothelial	ICAM1	1.2082633001838521e-64	0.7226371035708348	0.524	0.201	2.630751683490301e-60
Endothelial	CRIM1	3.7723169732062456e-97	0.7211610989537489	0.759	0.348	8.21346574576196e-93
Endothelial	ETS2	1.8107133665459732e-132	0.7196278594951949	0.835	0.369	3.942466212980547e-128
Endothelial	HLA-DRB5	4.316020207872632e-157	0.7144791119801788	0.467	0.055	9.39727079860108e-153
Endothelial	SEC14L1	1.2264886958855228e-187	0.7066543883144921	0.613	0.105	2.6704338375515488e-183
Endothelial	NCOA7	1.3917007590295497e-78	0.7047671861693696	0.613	0.252	3.0301500626350384e-74
Endothelial	ERG	0	0.7021962727211232	0.601	0.013	0
Endothelial	MARCKSL1	3.139894895826449e-98	0.6999229830337104	0.703	0.308	6.836493156682928e-94
Endothelial	TMEM88	4.9876421358205846e-231	0.6992446886516974	0.456	0.012	1.0859593222322159e-226
Endothelial	SHANK3	0	0.6989104757394187	0.591	0.006	0
Endothelial	KANK3	3.841876351626449e-301	0.6966757574857221	0.596	0.02	8.364917380396266e-297
Endothelial	PKP4	1.9496749449075704e-228	0.6957057776165716	0.591	0.059	4.245027257547253e-224
Endothelial	EFNA1	6.779429936443894e-232	0.6955415590713377	0.564	0.046	1.476085280061929e-227
Endothelial	SGK1	1.1005004061922172e-89	0.6954768028304323	0.498	0.149	2.3961195344023146e-85
Endothelial	PIM3	3.948320093791071e-116	0.6914981957030307	0.61	0.193	8.5966773402113e-112
Endothelial	TSPAN14	7.534916783746154e-210	0.6909002452458006	0.665	0.111	1.6405774313250502e-205
Endothelial	ADGRL4	0	0.6873038070603582	0.568	0.004	0
Endothelial	KCTD12	7.19611075832894e-61	0.6802328640022389	0.681	0.35	1.56680919541096e-56
Endothelial	SH3BP5	2.9794739950931306e-95	0.6773592172785547	0.72	0.329	6.487208729516273e-91
Endothelial	CD34	2.909842197930197e-239	0.6742834269776361	0.528	0.028	6.335599417553419e-235
Endothelial	PDCD4	1.346075908418034e-79	0.6729693354727133	0.624	0.278	2.930811075398585e-75
Endothelial	PDGFB	4.983804596789753e-195	0.671813005471486	0.492	0.038	1.085123774859033e-190
Endothelial	PTPRM	3.7482402098581515e-184	0.6684555441655236	0.654	0.128	8.161043408924154e-180
Endothelial	FZD4	2.0405998128723975e-161	0.6684351045085006	0.634	0.144	4.442997972567071e-157
Endothelial	PLXND1	8.387400144809051e-168	0.6671335602201671	0.67	0.158	1.8261886335292745e-163
Endothelial	SYNE2	5.13827766363909e-120	0.6666448557194727	0.814	0.348	1.118757195704139e-115
Endothelial	BCAM	2.1874335991737627e-155	0.6657615214441686	0.741	0.191	4.762699175481033e-151
Endothelial	PDLIM1	1.328519535409435e-71	0.6655353599910672	0.846	0.601	2.892585584446963e-67
Endothelial	COL4A2	2.548850695042018e-34	0.661953970266848	0.833	0.723	5.549612618314986e-30
Endothelial	MECOM	4.255020455168733e-286	0.6612186745474302	0.53	0.008	9.264456037038881e-282
Endothelial	SYNPO	6.58658329543001e-130	0.6593937334863627	0.602	0.166	1.4340967809139762e-125
Endothelial	CXorf36	0	0.6550751731487928	0.564	0	0
Endothelial	S100A16	4.2210134922071126e-123	0.6540892484811353	0.78	0.33	9.190412676582546e-119
Endothelial	TMSB10	1.1700801257600508e-99	0.6530625082647572	0.995	0.97	2.5476154578173587e-95
Endothelial	PNP	1.1107899317547723e-156	0.6502736046704637	0.519	0.081	2.4185229184096657e-152
Endothelial	CEMIP2	3.4660166595164797e-106	0.6494131487245929	0.571	0.173	7.546558072765232e-102
Endothelial	ITGA5	4.134073987580348e-144	0.6444409565119313	0.654	0.175	9.00111929315869e-140
Endothelial	GIMAP6	5.055424375240884e-299	0.6438506985563912	0.542	0.006	1.1007175492211976e-294
Endothelial	RAI14	4.449537057378056e-112	0.6414076011444871	0.657	0.227	9.687977035029241e-108
Endothelial	SEMA3F	1.0300911758488774e-243	0.6386960892559178	0.494	0.016	2.2428175171757607e-239
Endothelial	MKL2	9.313535452749111e-124	0.6375502967903807	0.553	0.139	2.0278360741270638e-119
Endothelial	ATP1B3	6.2363517911608625e-71	0.6339551471003522	0.708	0.407	1.3578408754894547e-66
Endothelial	VAMP5	1.1596542740497958e-67	0.6335012792768612	0.731	0.499	2.5249152508886205e-63
Endothelial	JAG2	8.62669925310234e-239	0.633108798329792	0.451	0.007	1.8782912283779725e-234
Endothelial	ADAMTS9	9.01527339510528e-103	0.632359569855679	0.503	0.127	1.9628954763162725e-98
Endothelial	ZNF385D	1.2598667860988262e-190	0.6300456263354245	0.425	0.021	2.7431079533729744e-186
Endothelial	PIK3R3	9.10063013677997e-203	0.6296837949516503	0.44	0.02	1.9814801996811028e-198
Endothelial	GRASP	1.753894011117601e-148	0.6285342403142189	0.615	0.144	3.818753430406353e-144
Endothelial	TNFSF10	1.9498411796791982e-90	0.6280145090531214	0.748	0.335	4.245389200515518e-86
Endothelial	ITM2A	1.0684995727459909e-174	0.6235712959714741	0.687	0.13	2.326444119739846e-170
Endothelial	C2CD4B	7.072897629639337e-116	0.6231148984293202	0.256	0.01	1.539982000901373e-111
Endothelial	CNKSR3	8.194553786919612e-109	0.6160299688986145	0.414	0.073	1.784200196026007e-104
Endothelial	NOSTRIN	3.8066017360331044e-224	0.6135732371559772	0.475	0.02	8.288113959864878e-220
Endothelial	STAB1	1.2517766636870587e-259	0.6115580264527017	0.509	0.013	2.725493329845833e-255
Endothelial	TGM2	1.0170608026946128e-58	0.6110160873704451	0.506	0.214	2.2144464857069803e-54
Endothelial	SOX17	2.9252297800270754e-240	0.6082830116420339	0.425	0	6.369102800052952e-236
Endothelial	MAGI1	4.217611927982199e-176	0.6071437534532493	0.574	0.091	9.183006450795641e-172
Endothelial	IL33	1.2637408430582746e-124	0.6062008766585858	0.462	0.081	2.7515429375907814e-120
Endothelial	FLNB	5.794587809936476e-138	0.6056047896122295	0.626	0.161	1.2616556038574689e-133
Endothelial	UPP1	4.924024860190109e-155	0.6054804526064316	0.514	0.08	1.0721079328091925e-150
Endothelial	HLA-A	3.768539588517069e-91	0.6020092066068115	0.991	0.94	8.205241246078215e-87
Endothelial	C1orf54	2.4893190181597295e-89	0.5988825293436956	0.646	0.266	5.419994298239178e-85
Endothelial	NRN1	6.06062573076573e-228	0.5958794096720706	0.509	0.025	1.3195800403596222e-223
Endothelial	ADGRG1	6.147377992010933e-266	0.5952113251759261	0.505	0.01	1.3384686102005404e-261
Endothelial	IVNS1ABP	1.1498479240988962e-64	0.5932918356673788	0.483	0.183	2.503563885140527e-60
Endothelial	ABLIM1	1.4388133876029333e-154	0.5932037418444311	0.613	0.124	3.132728388827867e-150
Endothelial	HHEX	1.7897883446330713e-246	0.5897406718253161	0.486	0.013	3.8969061627695865e-242
Endothelial	FXYD5	2.6836368714651013e-125	0.5865116712456833	0.66	0.208	5.843082560240965e-121
Endothelial	ITM2B	1.451506126433606e-62	0.5859278568297981	0.951	0.878	3.1603642890838903e-58
Endothelial	APP	2.2332535990242363e-72	0.5783151359287622	0.92	0.768	4.86246306115547e-68
Endothelial	CAVIN1	2.0163318512310732e-77	0.5755775216859524	0.892	0.659	4.390159339685416e-73
Endothelial	SASH1	1.4354018255041148e-128	0.5748917096160614	0.667	0.206	3.125300394670109e-124
Endothelial	FSCN1	5.2213072701393235e-89	0.5742015659298174	0.542	0.178	1.136835231927435e-84
Endothelial	TSPAN13	9.553977508754726e-191	0.572606271708442	0.476	0.037	2.0801875229811666e-186
Endothelial	AFAP1L1	1.9972277953733682e-219	0.5724506665071036	0.448	0.014	4.3485640788664344e-215
Endothelial	ARHGDIB	1.7218510599056875e-146	0.5678697544896707	0.619	0.126	3.748986312732653e-142
Endothelial	FAM107A	6.3587498464730366e-102	0.566409077915916	0.395	0.07	1.3844906040725743e-97
Endothelial	MYH9	1.0830653266841717e-79	0.5635742866809144	0.923	0.662	2.358158135789447e-75
Endothelial	SCARF1	6.129497891363478e-271	0.5611398874151728	0.513	0.01	1.33457557588657e-266
Endothelial	CFLAR	6.737796721410751e-69	0.5610039349823203	0.703	0.394	1.4670204801527628e-64
Endothelial	FAM198B	3.174151934667963e-72	0.5601281709767181	0.659	0.323	6.911081007352556e-68
Endothelial	HLA-DPB1	6.006851689952471e-83	0.5587330522735493	0.522	0.179	1.3078718184533514e-78
Endothelial	MYL12A	1.2731465483883585e-71	0.5549822292674913	0.931	0.771	2.772021979805973e-67
Endothelial	PLXNA2	4.819374867374316e-161	0.5533502743155655	0.465	0.053	1.0493224898734099e-156
Endothelial	DOCK4	9.54045730466628e-183	0.553113107104476	0.516	0.057	2.0772437689449893e-178
Endothelial	ADCY4	2.0397682439595823e-260	0.5507301582645339	0.509	0.013	4.4411873975731983e-256
Endothelial	TMEM255B	8.15399121879824e-282	0.5489650165751387	0.5	0.003	1.7753685080689408e-277
Endothelial	GJA1	8.484432415234469e-68	0.5486835995061916	0.596	0.256	1.847315469769001e-63
Endothelial	NDRG1	4.919371251815217e-70	0.5465975076330767	0.602	0.27	1.0710947026577272e-65
Endothelial	ANGPT2	2.222323659228633e-34	0.5465687046763754	0.354	0.143	4.838665303238502e-30
Endothelial	NES	5.779833458414273e-51	0.5461801218424083	0.497	0.224	1.2584431389005397e-46
Endothelial	SPNS2	2.2524484045296034e-220	0.5414038084116349	0.467	0.019	4.9042559111823055e-216
Endothelial	FLI1	1.215191920706995e-236	0.5398957665862811	0.528	0.03	2.6458373689553405e-232
Endothelial	CSGALNACT1	1.8279778449842296e-177	0.5369636169709602	0.495	0.052	3.980056161884163e-173
Endothelial	SLFN5	4.386314739704249e-78	0.5349276962078249	0.623	0.274	9.550323082758063e-74
Endothelial	TJP1	5.925080420798164e-87	0.5321517467271328	0.72	0.353	1.2900677600203844e-82
Endothelial	MYCT1	2.5031919209959106e-280	0.5319479940442763	0.492	0.001	5.450199769584396e-276
Endothelial	RALGAPA2	9.109847356034594e-190	0.531850254768566	0.486	0.042	1.983487064829412e-185
Endothelial	MGLL	6.063607644258723e-52	0.5315256258744369	0.605	0.322	1.3202292923844518e-47
Endothelial	SEMA6B	5.718019725192268e-231	0.5311624091054098	0.48	0.017	1.2449844347661124e-226
Endothelial	GRB10	1.3030354932396521e-179	0.531047131177403	0.506	0.056	2.8370991794306944e-175
Endothelial	MAST4	3.2877967306908698e-108	0.530639422974596	0.591	0.183	7.158519821733231e-104
Endothelial	LIMS2	2.899539669449081e-118	0.5296952317175474	0.599	0.171	6.3131677222914846e-114
Endothelial	GIMAP8	1.301225722386631e-258	0.5287407967524971	0.478	0.006	2.8331587653524114e-254
Endothelial	FAM110D	1.134621872992323e-219	0.5226800871134948	0.393	0.001	2.470412204066185e-215
Endothelial	EXOC3L2	1.876252351963974e-207	0.5198204764326673	0.39	0.005	4.0851642459311604e-203
Endothelial	ADGRG6	1.270429024271723e-87	0.518658455310378	0.225	0.016	2.7661051145468224e-83
Endothelial	SOX7	4.217110420621203e-228	0.5154852767163715	0.42	0.004	9.181914518818545e-224
Endothelial	ARL15	1.7493805383487403e-119	0.512018319777479	0.385	0.052	3.8089262461467124e-115
Endothelial	BACE2	1.1009854573583976e-67	0.5114252749727748	0.546	0.23	2.397175636306439e-63
Endothelial	LMCD1	6.969767630980787e-94	0.5102041203358942	0.597	0.193	1.5175275062934466e-89
Endothelial	VEGFC	2.6539924695594523e-119	0.5064992235558425	0.34	0.034	5.778537803971795e-115
Endothelial	UTRN	4.14758910332237e-60	0.5063875796295003	0.769	0.469	9.030545754663796e-56
Endothelial	A2M	8.687252391925947e-55	0.503587051561305	0.959	0.778	1.8914754632940365e-50
Endothelial	TACC1	4.618728520179887e-47	0.5003287242343513	0.769	0.564	1.0056357606987668e-42
Endothelial	PPM1F	3.124198469511866e-138	0.49915745359424857	0.489	0.083	6.802317327668185e-134
Endothelial	FILIP1	2.0332630154810545e-70	0.4978819726624543	0.588	0.245	4.4270235636069e-66
Endothelial	PCDH12	7.279090808042118e-177	0.49373501031619454	0.335	0.004	1.5848764416350103e-172
Endothelial	JCAD	1.7234679004635133e-121	0.4931994941040317	0.448	0.078	3.752506659679207e-117
Endothelial	GALNT18	1.2276244092190742e-181	0.4922405444491636	0.461	0.037	2.6729066261926903e-177
Endothelial	HECW2	1.021566178262867e-161	0.49090985372195706	0.325	0.008	2.2242560399317403e-157
Endothelial	LIMCH1	3.1311617664884088e-86	0.4829608264715099	0.478	0.134	6.817478514175213e-82
Endothelial	RAPGEF3	7.662725106414828e-235	0.4821875517767512	0.47	0.014	1.6684051374197005e-230
Endothelial	TNFRSF4	2.1624551696933324e-116	0.4816391042243239	0.307	0.024	4.708313640973293e-112
Endothelial	GFOD1	4.0242568133286993e-128	0.47950188100836316	0.425	0.06	8.762014359660576e-124
