cell_type_epi_custom	Gene	key	Pathway	Normal	Tumor	diff
TC3	DHH	ligands	HEDGEHOG	0	5.914225090101923e-4	5.914225090101923e-4
TC3	DLL3	ligands	NOTCH	0	5.914225090101923e-4	5.914225090101923e-4
TC3	EFNB3	ligands	EPHRIN	0	5.914225090101923e-4	5.914225090101923e-4
TC3	EPHA3	receptors	EPHRIN	0	5.914225090101923e-4	5.914225090101923e-4
TC3	EPHA7	receptors	EPHRIN	0	5.914225090101923e-4	5.914225090101923e-4
TC3	FGF7	ligands	FGF	0	5.914225090101923e-4	5.914225090101923e-4
TC3	FLT4	receptors	VEGF	0	5.914225090101923e-4	5.914225090101923e-4
TC3	IGF2	ligands	IGF	0	5.914225090101923e-4	5.914225090101923e-4
TC3	INHBA	ligands	TGFB	0	5.914225090101923e-4	5.914225090101923e-4
TC3	VEGFC	ligands	VEGF	0	5.914225090101923e-4	5.914225090101923e-4
TC3	WNT2	ligands	WNT	0	5.914225090101923e-4	5.914225090101923e-4
TC3	WNT9A	ligands	WNT	0	5.914225090101923e-4	5.914225090101923e-4
Ent. Prog. 2	EPHB2	receptors	EPHRIN	0.010507536845274562	0.011090899949956802	5.833631046822402e-4
TC1	DLL3	ligands	NOTCH	0	5.766615478868097e-4	5.766615478868097e-4
TC1	EFNA4	ligands	EPHRIN	0	5.766615478868097e-4	5.766615478868097e-4
TC1	FGF10	ligands	FGF	0	5.766615478868097e-4	5.766615478868097e-4
TC1	FZD9	receptors	WNT	0	5.766615478868097e-4	5.766615478868097e-4
TC1	KDR	receptors	VEGF	0	5.766615478868097e-4	5.766615478868097e-4
Goblet	BTC	ligands	EGF	0.05136161930504059	0.05193592700243915	5.743076973985656e-4
Ent. Prog. 2	DHH	ligands	HEDGEHOG	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	DLL3	ligands	NOTCH	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	EPHA7	receptors	EPHRIN	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	EPHB1	receptors	EPHRIN	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	FGF2	ligands	FGF	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	RSPO3	ligands	WNT AMP	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	VEGFC	ligands	VEGF	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	WNT10A	ligands	WNT	0	5.662967161437462e-4	5.662967161437462e-4
Ent. Prog. 2	WNT6	ligands	WNT	0	5.662967161437462e-4	5.662967161437462e-4
Stem	EFNA4	ligands	EPHRIN	0.001010418630553856	0.0015558859271828176	5.454672966289616e-4
Stem	IGF1	ligands	IGF	0.001010418630553856	0.0015558859271828176	5.454672966289616e-4
Stem	NOTCH4	receptors	NOTCH	0.001010418630553856	0.0015558859271828176	5.454672966289616e-4
Enterocytes 1	FZD3	receptors	WNT	0.002078402340509581	0.002605816468270471	5.274141277608899e-4
Ent. Prog. 2	WNT3A	ligands	WNT	0.0017512561408790936	0.0022651868645749847	5.139307236958911e-4
Imma. Gob. 2	DHH	ligands	HEDGEHOG	0	4.8710272702736843e-4	4.8710272702736843e-4
Imma. Gob. 2	WNT6	ligands	WNT	0	4.8710272702736843e-4	4.8710272702736843e-4
Enterocytes 2	NOTCH2	receptors	NOTCH	0.006024747101279737	0.006478011033270517	4.532639319907803e-4
Ent. Prog. 1	BMP7	ligands	BMP	3.8853541511207695e-4	8.232151788122866e-4	4.346797637002096e-4
Ent. Prog. 1	FST	ligands	TGFB	3.8853541511207695e-4	8.232151788122866e-4	4.346797637002096e-4
TC4	IGF2	ligands	IGF	0	4.086952715565715e-4	4.086952715565715e-4
TC4	INHBA	ligands	TGFB	0	4.086952715565715e-4	4.086952715565715e-4
TC4	KDR	receptors	VEGF	0	4.086952715565715e-4	4.086952715565715e-4
TC4	VEGFC	ligands	VEGF	0	4.086952715565715e-4	4.086952715565715e-4
TC4	WNT16	ligands	WNT	0	4.086952715565715e-4	4.086952715565715e-4
Imma. Gob. 1	ACVR1	receptors	TGFB	0.00801747527461556	0.008411992595244451	3.9451732062889024e-4
Imma. Gob. 1	IGF1	ligands	IGF	7.288613886014146e-4	0.0011090354888959124	3.801741002944978e-4
Imma. Gob. 1	WNT5A	ligands	WNT	7.288613886014146e-4	0.0011090354888959124	3.801741002944978e-4
Goblet	TGFA	ligands	EGF	0.03225279874923967	0.032632840237372895	3.800414881332259e-4
Ent. Prog. 2	WNT2B	ligands	WNT	0.02139850684622235	0.02171173115407736	3.132243078550097e-4
Stem	EFNB3	ligands	EPHRIN	0.002020837261107712	0.0023338288907742265	3.1299162966651455e-4
Stem/TA 3	LGR6	receptors	WNT AMP	0.008848687411403556	0.009154774082867202	3.0608667146364565e-4
Ent. Prog. 2	WNT9A	ligands	WNT	0.001401004912703275	0.0016988901484312384	2.9788523572796353e-4
Imma. Gob. 2	TGFB3	ligands	TGFB	0.00896569495556461	0.00925495181352	2.8925685795539065e-4
Imma. Gob. 2	EFNB3	ligands	EPHRIN	7.008566031950913e-4	9.742054540547369e-4	2.733488508596455e-4
Enterocytes 1	BMP6	ligands	BMP	0.0010392011702547905	0.0013029082341352355	2.6370706388044495e-4
Enterocytes 1	VEGFD	ligands	VEGF	0.0010392011702547905	0.0013029082341352355	2.6370706388044495e-4
Enterocytes 1	WNT5A	ligands	WNT	0.0010392011702547905	0.0013029082341352355	2.6370706388044495e-4
Stem/TA 1	NOTCH3	receptors	NOTCH	4.3348791779858993e-4	6.652084266410223e-4	2.3172050884243242e-4
Stem/TA 1	WNT10B	ligands	WNT	4.3348791779858993e-4	6.652084266410223e-4	2.3172050884243242e-4
Stem	ERBB3	receptors	EGF	0.035364652069384966	0.03559469278222456	2.300407128395937e-4
TC3	FZD4	receptors	WNT	0.012304387820590745	0.01252037015991061	2.159823393198656e-4
Ent. Prog. 2	LTBP1	ligands	TGFB	0.03613539294256228	0.036339217803507254	2.0382486094497332e-4
Ent. Prog. 2	EFNA3	ligands	EPHRIN	0.02764351251293414	0.027844767061351066	2.012545484169244e-4
Ent. Prog. 2	ERBB4	receptors	EGF	7.005024563516375e-4	8.975590593693708e-4	1.9705660301773333e-4
Stem/TA 1	WNT5A	ligands	WNT	0.0018076121062515103	0.001995625279923067	1.8801317367155663e-4
Imma. Gob. 2	NOTCH3	receptors	NOTCH	3.5042830159754567e-4	4.8710272702736843e-4	1.3667442542982276e-4
Ent. Prog. 2	IHH	ligands	HEDGEHOG	0.11077893388605095	0.11090899949956802	1.3006561351706913e-4
TC2	LTA	ligands	TNFSF10	0.0049866703637406135	0.0051107626216401495	1.2409225789953605e-4
Goblet	IGF1	ligands	IGF	0.001583014825170187	0.00166621918403833	8.320435886814302e-5
Ent. Prog. 2	LTA	ligands	TNFSF10	0.0010507536845274562	0.0011325934322874924	8.183974776003618e-5
Stem/TA 2	EPHA1	receptors	EPHRIN	0.026578376369614458	0.02665950694461328	8.113057499882156e-5
Stem	FZD4	receptors	WNT	0.015156279458307841	0.015235983769637626	7.970431132978475e-5
TC1	NOTCH4	receptors	NOTCH	0.0022323580694362166	0.002306646191547239	7.42881221110223e-5
Stem	DHH	ligands	HEDGEHOG	0	0	0
Stem	EPHA3	receptors	EPHRIN	0	0	0
Stem	ERBB4	receptors	EGF	0	0	0
Stem	FGF1	ligands	FGF	0	0	0
Stem	FGF10	ligands	FGF	0	0	0
Stem	FGF3	ligands	FGF	0	0	0
Stem	FLT4	receptors	VEGF	0	0	0
Stem	FZD9	receptors	WNT	0	0	0
Stem	IGF2	ligands	IGF	0	0	0
Stem	INHBA	ligands	TGFB	0	0	0
Stem	RSPO1	ligands	WNT AMP	0	0	0
Stem	RSPO2	ligands	WNT AMP	0	0	0
Stem	RSPO3	ligands	WNT AMP	0	0	0
Stem	VEGFD	ligands	VEGF	0	0	0
Stem	WNT10A	ligands	WNT	0	0	0
Stem	WNT10B	ligands	WNT	0	0	0
Stem	WNT16	ligands	WNT	0	0	0
Stem	WNT2	ligands	WNT	0	0	0
Stem	WNT7A	ligands	WNT	0	0	0
Stem	WNT7B	ligands	WNT	0	0	0
Stem/TA 1	BMPR1B	receptors	BMP	0	0	0
Stem/TA 1	DHH	ligands	HEDGEHOG	0	0	0
Stem/TA 1	DLL3	ligands	NOTCH	0	0	0
Stem/TA 1	EFNA4	ligands	EPHRIN	0	0	0
Stem/TA 1	FGF1	ligands	FGF	0	0	0
Stem/TA 1	FGF10	ligands	FGF	0	0	0
Stem/TA 1	FGF3	ligands	FGF	0	0	0
Stem/TA 1	FST	ligands	TGFB	0	0	0
Stem/TA 1	HGF	ligands	HGF	0	0	0
Stem/TA 1	INHBA	ligands	TGFB	0	0	0
Stem/TA 1	RSPO1	ligands	WNT AMP	0	0	0
Stem/TA 1	RSPO2	ligands	WNT AMP	0	0	0
Stem/TA 1	RSPO3	ligands	WNT AMP	0	0	0
Stem/TA 1	VEGFD	ligands	VEGF	0	0	0
Stem/TA 1	WNT10A	ligands	WNT	0	0	0
Stem/TA 1	WNT16	ligands	WNT	0	0	0
Stem/TA 1	WNT2	ligands	WNT	0	0	0
Stem/TA 1	WNT4	ligands	WNT	0	0	0
Stem/TA 1	WNT7A	ligands	WNT	0	0	0
Stem/TA 1	WNT7B	ligands	WNT	0	0	0
Stem/TA 2	BMPR1B	receptors	BMP	0	0	0
Stem/TA 2	DHH	ligands	HEDGEHOG	0	0	0
Stem/TA 2	DLL3	ligands	NOTCH	0	0	0
Stem/TA 2	EFNA4	ligands	EPHRIN	0	0	0
Stem/TA 2	EPHA3	receptors	EPHRIN	0	0	0
Stem/TA 2	EPHA7	receptors	EPHRIN	0	0	0
Stem/TA 2	ERBB4	receptors	EGF	0	0	0
Stem/TA 2	FGF1	ligands	FGF	0	0	0
Stem/TA 2	FGF10	ligands	FGF	0	0	0
Stem/TA 2	FGF3	ligands	FGF	0	0	0
Stem/TA 2	FGF7	ligands	FGF	0	0	0
Stem/TA 2	FLT1	receptors	VEGF	0	0	0
Stem/TA 2	FLT4	receptors	VEGF	0	0	0
Stem/TA 2	FST	ligands	TGFB	0	0	0
Stem/TA 2	HGF	ligands	HGF	0	0	0
Stem/TA 2	IGF2	ligands	IGF	0	0	0
Stem/TA 2	INHBA	ligands	TGFB	0	0	0
Stem/TA 2	KDR	receptors	VEGF	0	0	0
Stem/TA 2	RSPO1	ligands	WNT AMP	0	0	0
Stem/TA 2	RSPO3	ligands	WNT AMP	0	0	0
Stem/TA 2	VEGFC	ligands	VEGF	0	0	0
Stem/TA 2	VEGFD	ligands	VEGF	0	0	0
Stem/TA 2	WNT10A	ligands	WNT	0	0	0
Stem/TA 2	WNT2	ligands	WNT	0	0	0
Stem/TA 2	WNT6	ligands	WNT	0	0	0
Stem/TA 2	WNT7A	ligands	WNT	0	0	0
Stem/TA 2	WNT7B	ligands	WNT	0	0	0
Stem/TA 3	BMPR1B	receptors	BMP	0	0	0
Stem/TA 3	DHH	ligands	HEDGEHOG	0	0	0
Stem/TA 3	DLL3	ligands	NOTCH	0	0	0
Stem/TA 3	EFNA4	ligands	EPHRIN	0	0	0
Stem/TA 3	EPHA3	receptors	EPHRIN	0	0	0
Stem/TA 3	EPHA7	receptors	EPHRIN	0	0	0
Stem/TA 3	FGF1	ligands	FGF	0	0	0
Stem/TA 3	FGF10	ligands	FGF	0	0	0
Stem/TA 3	FGF2	ligands	FGF	0	0	0
Stem/TA 3	FLT4	receptors	VEGF	0	0	0
Stem/TA 3	FZD10	receptors	WNT	0	0	0
Stem/TA 3	HGF	ligands	HGF	0	0	0
Stem/TA 3	IGF2	ligands	IGF	0	0	0
Stem/TA 3	INHBA	ligands	TGFB	0	0	0
Stem/TA 3	KDR	receptors	VEGF	0	0	0
Stem/TA 3	RSPO1	ligands	WNT AMP	0	0	0
Stem/TA 3	RSPO2	ligands	WNT AMP	0	0	0
Stem/TA 3	RSPO3	ligands	WNT AMP	0	0	0
Stem/TA 3	VEGFC	ligands	VEGF	0	0	0
Stem/TA 3	VEGFD	ligands	VEGF	0	0	0
Stem/TA 3	WNT10B	ligands	WNT	0	0	0
Stem/TA 3	WNT2	ligands	WNT	0	0	0
Stem/TA 3	WNT7A	ligands	WNT	0	0	0
Stem/TA 3	WNT7B	ligands	WNT	0	0	0
Stem/TA 3	WNT9A	ligands	WNT	0	0	0
Ent. Prog. 1	DHH	ligands	HEDGEHOG	0	0	0
Ent. Prog. 1	DLL3	ligands	NOTCH	0	0	0
Ent. Prog. 1	EFNA4	ligands	EPHRIN	0	0	0
Ent. Prog. 1	EFNB3	ligands	EPHRIN	0	0	0
Ent. Prog. 1	EPHA7	receptors	EPHRIN	0	0	0
Ent. Prog. 1	FGF1	ligands	FGF	0	0	0
Ent. Prog. 1	FGF10	ligands	FGF	0	0	0
Ent. Prog. 1	FGF3	ligands	FGF	0	0	0
Ent. Prog. 1	FZD10	receptors	WNT	0	0	0
Ent. Prog. 1	FZD2	receptors	WNT	0	0	0
Ent. Prog. 1	FZD9	receptors	WNT	0	0	0
Ent. Prog. 1	HGF	ligands	HGF	0	0	0
Ent. Prog. 1	IGF2	ligands	IGF	0	0	0
Ent. Prog. 1	INHBA	ligands	TGFB	0	0	0
Ent. Prog. 1	RSPO1	ligands	WNT AMP	0	0	0
Ent. Prog. 1	RSPO2	ligands	WNT AMP	0	0	0
Ent. Prog. 1	RSPO3	ligands	WNT AMP	0	0	0
Ent. Prog. 1	TGFB2	ligands	TGFB	0	0	0
Ent. Prog. 1	WNT10A	ligands	WNT	0	0	0
Ent. Prog. 1	WNT10B	ligands	WNT	0	0	0
Ent. Prog. 1	WNT2	ligands	WNT	0	0	0
Ent. Prog. 1	WNT6	ligands	WNT	0	0	0
Ent. Prog. 1	WNT7A	ligands	WNT	0	0	0
Ent. Prog. 1	WNT7B	ligands	WNT	0	0	0
Ent. Prog. 2	BMPR1B	receptors	BMP	0	0	0
Ent. Prog. 2	FGF1	ligands	FGF	0	0	0
Ent. Prog. 2	FGF10	ligands	FGF	0	0	0
Ent. Prog. 2	FGF3	ligands	FGF	0	0	0
Ent. Prog. 2	FLT1	receptors	VEGF	0	0	0
Ent. Prog. 2	FLT4	receptors	VEGF	0	0	0
Ent. Prog. 2	FST	ligands	TGFB	0	0	0
Ent. Prog. 2	FZD10	receptors	WNT	0	0	0
Ent. Prog. 2	FZD9	receptors	WNT	0	0	0
Ent. Prog. 2	HGF	ligands	HGF	0	0	0
Ent. Prog. 2	IGF2	ligands	IGF	0	0	0
Ent. Prog. 2	INHBA	ligands	TGFB	0	0	0
Ent. Prog. 2	INHBB	ligands	TGFB	0	0	0
Ent. Prog. 2	KDR	receptors	VEGF	0	0	0
Ent. Prog. 2	RSPO1	ligands	WNT AMP	0	0	0
Ent. Prog. 2	RSPO2	ligands	WNT AMP	0	0	0
Ent. Prog. 2	TGFB2	ligands	TGFB	0	0	0
Ent. Prog. 2	VEGFD	ligands	VEGF	0	0	0
Ent. Prog. 2	WNT16	ligands	WNT	0	0	0
Ent. Prog. 2	WNT2	ligands	WNT	0	0	0
Ent. Prog. 2	WNT7A	ligands	WNT	0	0	0
Ent. Prog. 2	WNT7B	ligands	WNT	0	0	0
Enterocytes 1	BMP7	ligands	BMP	0	0	0
Enterocytes 1	BMPR1B	receptors	BMP	0	0	0
Enterocytes 1	DHH	ligands	HEDGEHOG	0	0	0
Enterocytes 1	DLL3	ligands	NOTCH	0	0	0
Enterocytes 1	EFNA4	ligands	EPHRIN	0	0	0
Enterocytes 1	EFNB3	ligands	EPHRIN	0	0	0
Enterocytes 1	EPHA3	receptors	EPHRIN	0	0	0
Enterocytes 1	EPHA7	receptors	EPHRIN	0	0	0
Enterocytes 1	FGF1	ligands	FGF	0	0	0
Enterocytes 1	FGF10	ligands	FGF	0	0	0
Enterocytes 1	FGF3	ligands	FGF	0	0	0
Enterocytes 1	FGF7	ligands	FGF	0	0	0
Enterocytes 1	FGFR1	receptors	FGF	0	0	0
Enterocytes 1	FLT4	receptors	VEGF	0	0	0
Enterocytes 1	FST	ligands	TGFB	0	0	0
Enterocytes 1	FZD10	receptors	WNT	0	0	0
Enterocytes 1	FZD2	receptors	WNT	0	0	0
Enterocytes 1	FZD9	receptors	WNT	0	0	0
Enterocytes 1	HGF	ligands	HGF	0	0	0
Enterocytes 1	IGF2	ligands	IGF	0	0	0
Enterocytes 1	INHBA	ligands	TGFB	0	0	0
Enterocytes 1	INHBB	ligands	TGFB	0	0	0
Enterocytes 1	KDR	receptors	VEGF	0	0	0
Enterocytes 1	LGR6	receptors	WNT AMP	0	0	0
Enterocytes 1	RSPO1	ligands	WNT AMP	0	0	0
Enterocytes 1	RSPO2	ligands	WNT AMP	0	0	0
Enterocytes 1	VEGFC	ligands	VEGF	0	0	0
Enterocytes 1	WNT10A	ligands	WNT	0	0	0
Enterocytes 1	WNT10B	ligands	WNT	0	0	0
Enterocytes 1	WNT16	ligands	WNT	0	0	0
Enterocytes 1	WNT2	ligands	WNT	0	0	0
Enterocytes 1	WNT6	ligands	WNT	0	0	0
Enterocytes 1	WNT7A	ligands	WNT	0	0	0
Enterocytes 1	WNT7B	ligands	WNT	0	0	0
Enterocytes 2	BMPR1B	receptors	BMP	0	0	0
Enterocytes 2	DHH	ligands	HEDGEHOG	0	0	0
Enterocytes 2	DLL3	ligands	NOTCH	0	0	0
Enterocytes 2	EFNB3	ligands	EPHRIN	0	0	0
Enterocytes 2	EGF	ligands	EGF	0	0	0
Enterocytes 2	EPHA3	receptors	EPHRIN	0	0	0
Enterocytes 2	EPHA7	receptors	EPHRIN	0	0	0
Enterocytes 2	FGF1	ligands	FGF	0	0	0
Enterocytes 2	FGF10	ligands	FGF	0	0	0
Enterocytes 2	FGF3	ligands	FGF	0	0	0
Enterocytes 2	FGFR1	receptors	FGF	0	0	0
Enterocytes 2	FLT1	receptors	VEGF	0	0	0
Enterocytes 2	FLT4	receptors	VEGF	0	0	0
Enterocytes 2	FST	ligands	TGFB	0	0	0
Enterocytes 2	FZD9	receptors	WNT	0	0	0
Enterocytes 2	HGF	ligands	HGF	0	0	0
Enterocytes 2	IGF2	ligands	IGF	0	0	0
Enterocytes 2	INHBA	ligands	TGFB	0	0	0
Enterocytes 2	INHBB	ligands	TGFB	0	0	0
Enterocytes 2	LGR6	receptors	WNT AMP	0	0	0
Enterocytes 2	RSPO1	ligands	WNT AMP	0	0	0
Enterocytes 2	RSPO2	ligands	WNT AMP	0	0	0
Enterocytes 2	RSPO3	ligands	WNT AMP	0	0	0
Enterocytes 2	TGFB2	ligands	TGFB	0	0	0
Enterocytes 2	VEGFC	ligands	VEGF	0	0	0
Enterocytes 2	VEGFD	ligands	VEGF	0	0	0
Enterocytes 2	WNT10A	ligands	WNT	0	0	0
Enterocytes 2	WNT10B	ligands	WNT	0	0	0
Enterocytes 2	WNT16	ligands	WNT	0	0	0
Enterocytes 2	WNT2	ligands	WNT	0	0	0
Enterocytes 2	WNT3	ligands	WNT	0	0	0
Enterocytes 2	WNT6	ligands	WNT	0	0	0
Enterocytes 2	WNT7A	ligands	WNT	0	0	0
Enterocytes 2	WNT7B	ligands	WNT	0	0	0
Enterocytes 3	DHH	ligands	HEDGEHOG	0	0	0
Enterocytes 3	DLL3	ligands	NOTCH	0	0	0
Enterocytes 3	EFNB3	ligands	EPHRIN	0	0	0
Enterocytes 3	EPHA3	receptors	EPHRIN	0	0	0
Enterocytes 3	EPHA7	receptors	EPHRIN	0	0	0
Enterocytes 3	EPHB1	receptors	EPHRIN	0	0	0
Enterocytes 3	ERBB4	receptors	EGF	0	0	0
Enterocytes 3	FGF1	ligands	FGF	0	0	0
Enterocytes 3	FGF10	ligands	FGF	0	0	0
Enterocytes 3	FGF3	ligands	FGF	0	0	0
Enterocytes 3	FLT4	receptors	VEGF	0	0	0
Enterocytes 3	FST	ligands	TGFB	0	0	0
Enterocytes 3	FZD9	receptors	WNT	0	0	0
Enterocytes 3	IGF2	ligands	IGF	0	0	0
Enterocytes 3	INHBA	ligands	TGFB	0	0	0
Enterocytes 3	KDR	receptors	VEGF	0	0	0
Enterocytes 3	RSPO1	ligands	WNT AMP	0	0	0
Enterocytes 3	RSPO2	ligands	WNT AMP	0	0	0
Enterocytes 3	RSPO3	ligands	WNT AMP	0	0	0
Enterocytes 3	VEGFC	ligands	VEGF	0	0	0
Enterocytes 3	VEGFD	ligands	VEGF	0	0	0
Enterocytes 3	WNT10A	ligands	WNT	0	0	0
Enterocytes 3	WNT2	ligands	WNT	0	0	0
Enterocytes 3	WNT6	ligands	WNT	0	0	0
Enterocytes 3	WNT7A	ligands	WNT	0	0	0
Enterocytes 3	WNT7B	ligands	WNT	0	0	0
Imma. Gob. 1	DHH	ligands	HEDGEHOG	0	0	0
Imma. Gob. 1	DLL3	ligands	NOTCH	0	0	0
Imma. Gob. 1	EFNA4	ligands	EPHRIN	0	0	0
Imma. Gob. 1	EPHA3	receptors	EPHRIN	0	0	0
Imma. Gob. 1	ERBB4	receptors	EGF	0	0	0
Imma. Gob. 1	FGF1	ligands	FGF	0	0	0
Imma. Gob. 1	FGF10	ligands	FGF	0	0	0
Imma. Gob. 1	FGF2	ligands	FGF	0	0	0
Imma. Gob. 1	FGF3	ligands	FGF	0	0	0
Imma. Gob. 1	FGF7	ligands	FGF	0	0	0
Imma. Gob. 1	FZD10	receptors	WNT	0	0	0
Imma. Gob. 1	HGF	ligands	HGF	0	0	0
Imma. Gob. 1	IGF2	ligands	IGF	0	0	0
Imma. Gob. 1	INHBA	ligands	TGFB	0	0	0
Imma. Gob. 1	RSPO1	ligands	WNT AMP	0	0	0
Imma. Gob. 1	RSPO2	ligands	WNT AMP	0	0	0
Imma. Gob. 1	RSPO3	ligands	WNT AMP	0	0	0
Imma. Gob. 1	VEGFC	ligands	VEGF	0	0	0
Imma. Gob. 1	WNT10A	ligands	WNT	0	0	0
Imma. Gob. 1	WNT16	ligands	WNT	0	0	0
Imma. Gob. 1	WNT2	ligands	WNT	0	0	0
Imma. Gob. 1	WNT3	ligands	WNT	0	0	0
Imma. Gob. 1	WNT6	ligands	WNT	0	0	0
Imma. Gob. 1	WNT7A	ligands	WNT	0	0	0
Imma. Gob. 1	WNT7B	ligands	WNT	0	0	0
Imma. Gob. 2	DLL3	ligands	NOTCH	0	0	0
Imma. Gob. 2	EPHA3	receptors	EPHRIN	0	0	0
Imma. Gob. 2	FGF1	ligands	FGF	0	0	0
Imma. Gob. 2	FGF10	ligands	FGF	0	0	0
Imma. Gob. 2	FGF3	ligands	FGF	0	0	0
Imma. Gob. 2	FST	ligands	TGFB	0	0	0
Imma. Gob. 2	HGF	ligands	HGF	0	0	0
Imma. Gob. 2	IGF2	ligands	IGF	0	0	0
Imma. Gob. 2	INHBA	ligands	TGFB	0	0	0
Imma. Gob. 2	KDR	receptors	VEGF	0	0	0
Imma. Gob. 2	RSPO1	ligands	WNT AMP	0	0	0
Imma. Gob. 2	RSPO2	ligands	WNT AMP	0	0	0
Imma. Gob. 2	RSPO3	ligands	WNT AMP	0	0	0
Imma. Gob. 2	VEGFC	ligands	VEGF	0	0	0
Imma. Gob. 2	WNT16	ligands	WNT	0	0	0
Imma. Gob. 2	WNT2	ligands	WNT	0	0	0
Imma. Gob. 2	WNT7A	ligands	WNT	0	0	0
Imma. Gob. 2	WNT7B	ligands	WNT	0	0	0
Goblet	BMPR1B	receptors	BMP	0	0	0
Goblet	DHH	ligands	HEDGEHOG	0	0	0
Goblet	DLL3	ligands	NOTCH	0	0	0
Goblet	EFNA4	ligands	EPHRIN	0	0	0
Goblet	EFNB3	ligands	EPHRIN	0	0	0
Goblet	EPHA3	receptors	EPHRIN	0	0	0
Goblet	EPHA7	receptors	EPHRIN	0	0	0
Goblet	EPHB1	receptors	EPHRIN	0	0	0
Goblet	ERBB4	receptors	EGF	0	0	0
Goblet	FGF1	ligands	FGF	0	0	0
Goblet	FGF10	ligands	FGF	0	0	0
Goblet	FGF3	ligands	FGF	0	0	0
Goblet	FLT4	receptors	VEGF	0	0	0
Goblet	FST	ligands	TGFB	0	0	0
Goblet	FZD10	receptors	WNT	0	0	0
Goblet	FZD9	receptors	WNT	0	0	0
Goblet	IGF2	ligands	IGF	0	0	0
Goblet	INHBA	ligands	TGFB	0	0	0
Goblet	KDR	receptors	VEGF	0	0	0
Goblet	LGR5	receptors	WNT AMP	0	0	0
Goblet	RSPO1	ligands	WNT AMP	0	0	0
Goblet	RSPO2	ligands	WNT AMP	0	0	0
Goblet	RSPO3	ligands	WNT AMP	0	0	0
Goblet	TGFB2	ligands	TGFB	0	0	0
Goblet	VEGFC	ligands	VEGF	0	0	0
Goblet	WNT10A	ligands	WNT	0	0	0
Goblet	WNT16	ligands	WNT	0	0	0
Goblet	WNT2	ligands	WNT	0	0	0
Goblet	WNT3	ligands	WNT	0	0	0
Goblet	WNT6	ligands	WNT	0	0	0
Goblet	WNT7A	ligands	WNT	0	0	0
Goblet	WNT7B	ligands	WNT	0	0	0
Tuft	BMPR1B	receptors	BMP	0	0	0
Tuft	DHH	ligands	HEDGEHOG	0	0	0
Tuft	EFNA2	ligands	EPHRIN	0	0	0
Tuft	EFNA4	ligands	EPHRIN	0	0	0
Tuft	EFNB3	ligands	EPHRIN	0	0	0
Tuft	EPHA3	receptors	EPHRIN	0	0	0
Tuft	EPHA7	receptors	EPHRIN	0	0	0
Tuft	EPHB1	receptors	EPHRIN	0	0	0
Tuft	ERBB4	receptors	EGF	0	0	0
Tuft	FGF1	ligands	FGF	0	0	0
Tuft	FGF10	ligands	FGF	0	0	0
Tuft	FGF3	ligands	FGF	0	0	0
Tuft	FLT1	receptors	VEGF	0	0	0
Tuft	FLT4	receptors	VEGF	0	0	0
Tuft	FST	ligands	TGFB	0	0	0
Tuft	FZD2	receptors	WNT	0	0	0
Tuft	HGF	ligands	HGF	0	0	0
Tuft	IGF2	ligands	IGF	0	0	0
Tuft	INHBA	ligands	TGFB	0	0	0
Tuft	LRRC32	ligands	TGFB	0	0	0
Tuft	LTA	ligands	TNFSF10	0	0	0
Tuft	RSPO1	ligands	WNT AMP	0	0	0
Tuft	RSPO2	ligands	WNT AMP	0	0	0
Tuft	RSPO3	ligands	WNT AMP	0	0	0
Tuft	TGFB2	ligands	TGFB	0	0	0
Tuft	VEGFC	ligands	VEGF	0	0	0
Tuft	WNT10A	ligands	WNT	0	0	0
Tuft	WNT10B	ligands	WNT	0	0	0
Tuft	WNT16	ligands	WNT	0	0	0
Tuft	WNT2	ligands	WNT	0	0	0
Tuft	WNT3A	ligands	WNT	0	0	0
Tuft	WNT7A	ligands	WNT	0	0	0
Tuft	WNT7B	ligands	WNT	0	0	0
Tuft	WNT9A	ligands	WNT	0	0	0
TC1	DHH	ligands	HEDGEHOG	0	0	0
TC1	EPHA3	receptors	EPHRIN	0	0	0
TC1	ERBB4	receptors	EGF	0	0	0
TC1	FGF1	ligands	FGF	0	0	0
TC1	FLT4	receptors	VEGF	0	0	0
TC1	FST	ligands	TGFB	0	0	0
TC1	HGF	ligands	HGF	0	0	0
TC1	IGF2	ligands	IGF	0	0	0
TC1	INHBA	ligands	TGFB	0	0	0
TC1	RSPO1	ligands	WNT AMP	0	0	0
TC1	RSPO2	ligands	WNT AMP	0	0	0
TC1	RSPO3	ligands	WNT AMP	0	0	0
TC1	VEGFC	ligands	VEGF	0	0	0
TC1	WNT16	ligands	WNT	0	0	0
TC1	WNT2	ligands	WNT	0	0	0
TC1	WNT7A	ligands	WNT	0	0	0
TC2	BMP6	ligands	BMP	0	0	0
TC2	DLL3	ligands	NOTCH	0	0	0
TC2	EFNA4	ligands	EPHRIN	0	0	0
TC2	EFNB3	ligands	EPHRIN	0	0	0
