cell_type_imm	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Mast	CAPG	0	1.123127328225888	0.752	0.166	0
Mast	EGR1	8.647867292858426e-116	1.0945264068679732	0.811	0.411	1.8899049181812806e-111
Mast	S100A6	1.753813595519073e-177	1.0449544271510984	0.982	0.695	3.832784231647382e-173
Mast	FTH1	2.9333936232487534e-183	1.040781932676584	0.971	0.636	6.410638424247825e-179
Mast	HDC	0	1.013138021920866	0.575	0.001	0
Mast	SAMSN1	4.590878204750852e-151	0.9869802313591104	0.791	0.347	1.0032905228662513e-146
Mast	NFKBIZ	3.475923534756982e-135	0.9400650108294254	0.776	0.368	7.596283292857909e-131
Mast	ADCYAP1	0	0.9390243657932033	0.253	0	0
Mast	RHEX	0	0.9361160633364141	0.612	0.004	0
Mast	CD69	2.4845677728012336e-91	0.9142176705958132	0.827	0.501	5.429774410679816e-87
Mast	VWA5A	0	0.9028690343508055	0.6	0.012	0
Mast	SRGN	7.258769033928713e-143	0.8937527081795942	0.975	0.894	1.586331384674781e-138
Mast	LMO4	1.9227668339130584e-119	0.8267308544392069	0.715	0.331	4.202014638833598e-115
Mast	TSC22D1	1.2800968946702232e-299	0.819095649842353	0.503	0.072	2.797523753612306e-295
Mast	S100A4	2.114239725640413e-112	0.7956218232139738	0.94	0.531	4.620459496414559e-108
Mast	TNFSF10	3.81106684684454e-235	0.7907741231334242	0.583	0.122	8.328705487094059e-231
Mast	BACE2	0	0.789775889441133	0.522	0.014	0
Mast	LEO1	3.0229598171649024e-239	0.7732411838097334	0.489	0.085	6.606376384432178e-235
Mast	RGS13	0	0.7630517443170415	0.511	0.023	0
Mast	TUBA1A	2.5376579643971024e-34	0.7533677252970568	0.493	0.291	5.5457977153934275e-30
Mast	MT2A	8.767124628297936e-36	0.7505665860256083	0.489	0.274	1.915967416268231e-31
Mast	NSMCE1	2.2126664375831108e-152	0.745698447325764	0.45	0.107	4.83556123269413e-148
Mast	TMEM176B	5.738411386589442e-233	0.7428936788283612	0.462	0.073	1.2540724244252567e-228
Mast	ARHGAP18	2.6112659526919754e-181	0.7296751799797145	0.63	0.177	5.706660613013043e-177
Mast	AKAP12	0	0.7271241299441933	0.372	0.005	0
Mast	HSPA1A	5.195603157568564e-46	0.7226073099497814	0.867	0.617	1.135447114055034e-41
Mast	HES1	3.2713225531000265e-88	0.7213285770374906	0.318	0.08	7.149148307544798e-84
Mast	HSPB1	5.063870680101627e-19	0.7189119075616228	0.4	0.253	1.1066582984294097e-14
Mast	FOSB	1.7184256109052711e-77	0.7130874501719142	0.963	0.86	3.7554473300723797e-73
Mast	PRDX1	1.1522127054869334e-87	0.7091606684513598	0.846	0.603	2.5180456465711443e-83
Mast	MAOB	0	0.7001439567845614	0.47	0.001	0
Mast	NFKBIA	3.938367501228169e-83	0.6923186646482047	0.93	0.7	8.606908337184041e-79
Mast	PPP1R15A	1.7431100052898527e-73	0.681744636323246	0.903	0.711	3.809392605560444e-69
Mast	CSF1	0	0.6773194013979105	0.435	0.033	0
Mast	SDCBP	5.650561402161837e-104	0.6680464038223548	0.729	0.331	1.2348736888284478e-99
Mast	LGALS3	7.371396381548202e-71	0.6666840819562746	0.665	0.358	1.610944965223544e-66
Mast	LMNA	5.360977051398576e-57	0.6640670762800394	0.513	0.254	1.1715879248126449e-52
Mast	FOXP1	1.3719096340390169e-102	0.6593365858205567	0.655	0.278	2.9981713142288673e-98
Mast	GADD45B	1.122865508540068e-40	0.6462389838908134	0.706	0.478	2.4539102823634646e-36
Mast	CD44	2.89010401806665e-82	0.6442191996941979	0.778	0.5	6.316033321082857e-78
Mast	BMP2K	1.0868201503670479e-258	0.636017989599673	0.501	0.082	2.3751367566121465e-254
Mast	PTGS1	0	0.6355802720260978	0.45	0.025	0
Mast	RAC2	6.630884228721129e-60	0.6319966841332719	0.706	0.476	1.4491134393447154e-55
Mast	CD81	1.7688901084017513e-81	0.6294669915826396	0.756	0.477	3.865732442901187e-77
Mast	ACSL4	5.937351141191912e-279	0.62033531385185	0.421	0.055	1.2975487183960805e-274
Mast	RAB32	0	0.6154196412320673	0.481	0.055	0
Mast	RGS10	1.8566737429301326e-85	0.6143381622030537	0.643	0.303	4.0575747977995117e-81
Mast	ALOX5	4.774320610176797e-224	0.6071718414557281	0.474	0.084	1.0433800261480373e-219
Mast	TIMP1	3.1985389914683667e-112	0.6066364418772411	0.717	0.307	6.990087111954969e-108
Mast	TYROBP	0	0.6027965569247874	0.795	0.135	0
Mast	DUSP6	7.194158473017933e-110	0.5964581054314378	0.404	0.107	1.572211392693339e-105
Mast	SLC45A3	0	0.5875024717538946	0.423	0.004	0
Mast	TIMP3	0	0.5848782298553078	0.392	0.005	0
Mast	FCER1A	0	0.5827453434842879	0.392	0.014	0
Mast	ALDH1A1	0	0.5776348039483586	0.417	0.016	0
Mast	SOCS1	3.1150694220173225e-51	0.57745438789084	0.532	0.274	6.807672714876657e-47
Mast	GPR65	1.7247580227365912e-66	0.5697237303833196	0.509	0.214	3.7692861828885464e-62
Mast	PRDX6	1.0385049249260788e-80	0.5622118053603165	0.62	0.3	2.2695486629334526e-76
Mast	MYADM	8.823735921614053e-52	0.5559086005220363	0.688	0.437	1.928339248309535e-47
Mast	SOX4	5.637312092101332e-139	0.5540522529857307	0.442	0.103	1.231978184607825e-134
Mast	DBI	8.993019022692324e-68	0.5539484858707758	0.739	0.445	1.9653343772191805e-63
Mast	ARHGEF6	2.570124009461642e-114	0.5531265115779086	0.419	0.114	5.616749010277472e-110
Mast	SELENOK	2.377716161817062e-47	0.5512844103078878	0.828	0.698	5.196260900035007e-43
Mast	NDUFA4	2.8623215292833906e-52	0.5478750383122353	0.844	0.727	6.255317470095922e-48
Mast	ITM2B	2.792712151711635e-66	0.5458827106228318	0.811	0.564	6.103193136350607e-62
Mast	H3F3B	1.0301613239663909e-91	0.5453082259895887	0.998	0.978	2.2513145573961507e-87
Mast	STXBP6	0	0.5442907816187704	0.415	0.007	0
Mast	FXYD5	3.900231358171592e-68	0.5398797779204937	0.684	0.388	8.523565610148197e-64
Mast	CD82	9.504342803643261e-134	0.5319480846729676	0.431	0.104	2.0770790763081982e-129
Mast	HSPA1B	6.20417851677186e-26	0.5235463506974429	0.774	0.594	1.3558611730553225e-21
Mast	LDHB	1.7766042956731508e-61	0.5232165635744609	0.723	0.461	3.8825910277641036e-57
Mast	FOS	9.318445964321349e-17	0.518359209663199	0.904	0.854	2.0364531810427875e-12
Mast	RPL23	1.0001675330029569e-78	0.5174779640897025	0.982	0.912	2.185766126624662e-74
Mast	PLIN2	2.774250992457092e-95	0.5119283106834736	0.522	0.179	6.062848118915729e-91
Mast	AC020916.1	5.546405193033366e-40	0.5094896130420642	0.682	0.503	1.212111390885512e-35
Mast	ATP6V1F	1.6761411757363114e-79	0.5077891044709222	0.639	0.304	3.6630389254541347e-75
Mast	RGS2	3.593834229417367e-35	0.5019223286599543	0.667	0.451	7.853965324968714e-31
Mast	BHLHE40	9.515217455044783e-126	0.5013823495512941	0.497	0.138	2.0794556226254866e-121
Mast	VEGFA	3.6643430337039395e-99	0.4984416473431531	0.382	0.102	8.00805526585659e-95
Mast	BEX4	8.703896095653597e-132	0.49611372992094505	0.437	0.109	1.902149452744137e-127
Mast	PTMA	3.961726208402629e-78	0.4930988753751553	1	0.962	8.657956455843105e-74
Mast	SQSTM1	9.748470564295975e-51	0.4908960821592595	0.635	0.382	2.1304307571212425e-46
Mast	S100A11	2.348688813120682e-67	0.4886622004494239	0.778	0.466	5.132824532193938e-63
Mast	KRT1	0	0.487958399864606	0.257	0.001	0
Mast	IL18	5.9380126508986466e-266	0.4855352982198451	0.396	0.049	1.2976932847273901e-261
Mast	PEBP1	9.61826074087945e-57	0.48425233897796205	0.696	0.436	2.1019747023117948e-52
Mast	SGK1	4.664750690625541e-84	0.4839371866892303	0.495	0.173	1.0194346159293058e-79
Mast	SYAP1	1.3242647450090908e-42	0.48300772279638576	0.538	0.306	2.894048173742867e-38
Mast	C4orf48	1.5888009720693908e-70	0.48130076489730556	0.493	0.206	3.4721656443604466e-66
Mast	GCSAML	0	0.476763062822096	0.339	0.001	0
Mast	DDIT4	6.86195967520964e-20	0.47344060277241407	0.634	0.498	1.4996126674203148e-15
Mast	CAVIN2	0	0.4718129360364536	0.306	0.003	0
Mast	DNAJA1	8.721138856939816e-38	0.46861301599382577	0.899	0.799	1.9059176857956272e-33
Mast	OSBPL8	7.976417341748806e-51	0.46715012911233866	0.497	0.246	1.7431662458657842e-46
Mast	HSP90AB1	4.039321117629096e-59	0.46315864263149065	0.998	0.94	8.827532370466626e-55
Mast	IL1RL1	0	0.4626267868437914	0.329	0.002	0
Mast	SERPINB1	4.664832421669662e-77	0.45461144276502624	0.511	0.197	1.0194524774316879e-72
Mast	AKAP13	5.811935300164194e-45	0.4519897977806384	0.713	0.481	1.270140340497883e-40
Mast	MYL12B	4.383093845759601e-50	0.45157481654026566	0.828	0.571	9.578813290523032e-46
Mast	SKIL	1.0143338036613067e-42	0.44911508344517315	0.515	0.284	2.2167250945214196e-38
Mast	ANXA4	2.3542330681356262e-170	0.44491738158440686	0.386	0.069	5.144940947103598e-166
Mast	DNAJB1	1.694337385072847e-16	0.44256229096467337	0.784	0.699	3.7028049213381994e-12
Mast	IER2	2.812824900637634e-37	0.44228319050896747	0.887	0.767	6.147147537853485e-33
Mast	NR4A1	7.249911253998174e-34	0.4419782624599694	0.657	0.468	1.584395605448761e-29
Mast	LGALS1	6.563382007672516e-15	0.43930892290833645	0.632	0.501	1.4343615039567516e-10
Mast	LIF	0	0.4374859701373781	0.263	0.01	0
Mast	BTK	2.731989269223175e-141	0.4348627288073132	0.378	0.079	5.970489348960327e-137
Mast	RNF130	1.0923630369941886e-155	0.42696314187226175	0.441	0.091	2.3872501810470995e-151
Mast	EGR3	5.197868891786308e-56	0.42615625192022555	0.353	0.126	1.1359422676109798e-51
Mast	MLPH	0	0.42372518636199674	0.331	0.007	0
Mast	MITF	0	0.419870343271487	0.359	0.022	0
Mast	ALAS1	1.0106302750071497e-82	0.41834378222064234	0.298	0.075	2.208631403000625e-78
Mast	CLNK	8.155422851442303e-144	0.41711717950087873	0.214	0.026	1.782286109954201e-139
Mast	ARPC3	2.4201851370642776e-48	0.41706138358832745	0.848	0.644	5.289072598540272e-44
Mast	SH3BGRL3	2.1892226236108916e-42	0.41588610108674806	0.899	0.683	4.784327121639242e-38
Mast	IFITM3	6.536699420869157e-82	0.4155340367872938	0.294	0.072	1.4285302914367456e-77
Mast	B4GALT5	5.5406622534905705e-145	0.4145884470249608	0.361	0.069	1.2108563288778293e-140
Mast	RGS1	2.937285817526986e-23	0.41138872028172857	0.789	0.635	6.419144425623475e-19
Mast	CTTNBP2	0	0.41083104872285064	0.29	0.006	0
Mast	PDIA3	9.714448450797192e-29	0.4107396752435688	0.649	0.492	2.1229955644372183e-24
Mast	PLAT	0	0.4104025914366341	0.214	0.004	0
Mast	CCNI	5.271198591244462e-47	0.40582928794140294	0.881	0.719	1.1519677401305648e-42
Mast	GALNT6	9.230567854083188e-127	0.4037182859091159	0.287	0.051	2.01724829883134e-122
Mast	ARHGDIB	2.2768612591781694e-41	0.3994689911624907	0.803	0.582	4.9758525958079714e-37
Mast	DYNLL1	8.34628058926486e-37	0.3933839256292444	0.856	0.727	1.8239961599779424e-32
Mast	CKLF	9.690845758529434e-46	0.39031964900648725	0.565	0.306	2.1178374320690225e-41
Mast	PLPP1	7.914564725208802e-134	0.3902854272380172	0.255	0.039	1.7296489750471316e-129
Mast	LYL1	5.47274746853618e-144	0.389585990777415	0.351	0.066	1.1960142317738967e-139
Mast	HSPH1	2.155920662677025e-15	0.3893222104867866	0.546	0.418	4.7115490162143707e-11
Mast	RPS6KA5	6.7237191021257e-57	0.3871370330337024	0.392	0.148	1.4694015725785504e-52
Mast	DLC1	0	0.38614427011833213	0.283	0.004	0
Mast	NACA	3.14368724008903e-63	0.3837267951301331	0.998	0.965	6.870214094490567e-59
Mast	FOSL2	4.5396671471169586e-41	0.38361355377030804	0.532	0.277	9.920988583309402e-37
Mast	PMP22	2.194656639901243e-233	0.3811678803763018	0.374	0.047	4.796202620840176e-229
Mast	ACOT7	4.54666649333519e-307	0.3804934220696709	0.341	0.032	9.936284954534725e-303
Mast	AC020571.1	1.1452883225509851e-90	0.3799763210865794	0.267	0.056	2.502913100102923e-86
Mast	TMEM154	4.440978097461431e-75	0.3799609889072475	0.388	0.125	9.70531353419221e-71
Mast	C1orf162	2.2337170613643903e-91	0.37911804004893357	0.392	0.107	4.881565265905738e-87
Mast	IL18R1	5.86876232976402e-89	0.3753000412037393	0.302	0.072	1.282559319546629e-84
Mast	TSC22D2	5.231779838941858e-36	0.3747546470792009	0.413	0.208	1.1433531660023536e-31
Mast	LAT2	3.769007915491668e-95	0.3745898947482281	0.38	0.103	8.236789898515491e-91
Mast	NDFIP2	1.8347147262806537e-122	0.37379071934285923	0.322	0.064	4.009585562813741e-118
Mast	HSPA6	1.1213329229099899e-7	0.3660344821961399	0.144	0.081	0.002450560969727492
Mast	LPCAT2	1.9421660979283494e-180	0.3594857804356153	0.31	0.043	4.244409790412615e-176
Mast	GRAP2	7.783409696452134e-153	0.35848301045879294	0.327	0.055	1.7009863550626494e-148
Mast	KDM6B	2.671978983792747e-23	0.35637263967040267	0.616	0.456	5.839342871180669e-19
Mast	ADRB2	8.11118552106785e-92	0.35616471122132315	0.308	0.074	1.772618483774168e-87
Mast	ITM2A	3.766176951220286e-33	0.3558248200466148	0.493	0.277	8.230603109196813e-29
Mast	HSPE1	2.6991045570813305e-13	0.35563186304953465	0.618	0.498	5.89862309904554e-9
Mast	ASAH1	5.335202579738964e-75	0.355327896649371	0.425	0.143	1.1659551717761533e-70
Mast	CD37	2.6301994780102534e-36	0.3533819743026899	0.667	0.445	5.748037939243608e-32
Mast	GNPTAB	5.880664188940479e-44	0.3512007957945057	0.374	0.162	1.2851603518510522e-39
Mast	IDS	1.2932854654086054e-27	0.3509041527167765	0.542	0.355	2.8263460561039663e-23
Mast	TSPO	6.4641348884951e-41	0.3508837079096292	0.595	0.344	1.4126720385317193e-36
Mast	NFE2L3	3.24191144063326e-119	0.3491970278895984	0.314	0.062	7.084873262359927e-115
Mast	PRNP	2.0053371463822227e-39	0.34757449259446344	0.405	0.191	4.382463799703709e-35
Mast	CD84	4.3003663855484966e-67	0.34688370212070885	0.405	0.139	9.398020698977684e-63
Mast	RPL39	4.4155338409222894e-12	0.34652321648808493	0.673	0.589	9.649707655951572e-8
Mast	IER5	2.049598532502583e-22	0.34562731127480373	0.612	0.425	4.479192632931145e-18
Mast	SLC2A3	1.0344478534841691e-37	0.34283781901759935	0.573	0.317	2.2606823390043032e-33
Mast	RTN4	4.993380526281108e-43	0.342653328920802	0.519	0.263	1.0912533802134733e-38
Mast	CSF2RB	9.04930704366199e-57	0.3426279629374376	0.357	0.131	1.9776355613218914e-52
Mast	LAT	1.892224170403824e-64	0.3421398183764256	0.394	0.136	4.135266702000517e-60
Mast	P2RX1	1.5094622175981915e-141	0.3410104956220905	0.324	0.058	3.298778730339088e-137
Mast	TESC	7.427944882460835e-127	0.3397380548540186	0.287	0.05	1.623303074612991e-122
Mast	EMP3	2.228645738619793e-26	0.3330137541361712	0.671	0.514	4.870482397179696e-22
Mast	ABCA1	2.7502320920973434e-98	0.3328194095626318	0.359	0.087	6.010357214069534e-94
Mast	ELL2	8.883539683188913e-21	0.3325357061399203	0.472	0.319	1.9414087623641052e-16
Mast	TESPA1	8.241753039440296e-131	0.3303255888187816	0.306	0.055	1.801152709239282e-126
Mast	TWISTNB	3.2176927164473093e-35	0.3279981943066982	0.374	0.175	7.03194566252395e-31
Mast	TMEM176A	1.498409336922957e-63	0.3276106704662719	0.25	0.063	3.27462376491143e-59
Mast	BST2	5.271838747932628e-28	0.32510621890535607	0.626	0.455	1.1521076399731964e-23
Mast	RPL5	4.588949569018859e-46	0.31996451028077	0.994	0.946	1.0028690388133814e-41
Mast	ATP5MC2	1.2476912833411384e-27	0.3196675849306456	0.649	0.473	2.7267045306137237e-23
Mast	TUBA1B	1.4860007483594957e-32	0.313849451844346	0.692	0.481	3.247506035464842e-28
Mast	DDAH2	5.172535256642415e-64	0.3138014868912722	0.32	0.099	1.1304058549866334e-59
Mast	ZBTB20	1.9345448195641602e-24	0.3127862244316944	0.491	0.305	4.2277542486755156e-20
Mast	HS3ST1	4.075239447467596e-259	0.3126713917664032	0.224	0.016	8.906028288495685e-255
Mast	ID2	2.387264858213317e-34	0.3112021322150911	0.653	0.383	5.2171286211393835e-30
Mast	RHOBTB3	0	0.30687651103420766	0.263	0.018	0
Mast	TMEM233	0	0.3064211756131201	0.187	0	0
Mast	CMA1	0	0.304808668668659	0.133	0	0
Mast	UQCRH	1.2845159569308656e-19	0.3035209999115591	0.756	0.665	2.8071811722767135e-15
Mast	SERTAD1	3.573868928539173e-18	0.3015121916244685	0.532	0.385	7.810333156429509e-14
Mast	RPS24	1.1916181327821141e-45	0.3012802518302218	1	0.984	2.6041622673820324e-41
Mast	PHLDA2	1.936496856750759e-46	0.2998360186662431	0.248	0.079	4.232020230743109e-42
Mast	SH3BGRL	9.046586220101081e-29	0.2963770568043631	0.567	0.369	1.97704095254089e-24
Mast	RAB27B	0	0.2952815818787453	0.224	0.003	0
Mast	NR4A3	1.2229481073081868e-25	0.29083214009987635	0.446	0.251	2.6726307937113115e-21
Mast	HNRNPA2B1	1.191745990983695e-25	0.28876552649799603	0.713	0.516	2.604441688695767e-21
Mast	METRNL	7.702870832677327e-45	0.28786606439698154	0.429	0.181	1.6833853917733031e-40
Mast	ANXA11	6.331963599932732e-30	0.2874762852644039	0.427	0.23	1.3837873251292993e-25
Mast	HSPA8	4.0236444188922655e-14	0.287303059109711	0.828	0.753	8.793272513047157e-10
Mast	RHOG	1.2194019607477343e-30	0.286673737760591	0.407	0.213	2.6648810450180985e-26
Mast	SVOPL	0	0.28565934311863994	0.205	0	0
Mast	SMIM3	5.001243134138733e-70	0.2852288700492129	0.267	0.068	1.0929716745346788e-65
Mast	RPL24	1.0113082555441e-37	0.2839643378016383	0.998	0.986	2.210113061666076e-33
Mast	CALB2	0	0.282932947939268	0.197	0	0
Mast	RPL7	1.8859739871856997e-30	0.28266424499872156	0.947	0.881	4.1216075515956283e-26
Mast	ARMH1	4.099917964855279e-146	0.2823686097193864	0.234	0.03	8.959960720394728e-142
Mast	MAST4	1.0063498372016154e-79	0.2823482537547859	0.265	0.061	2.1992769342204104e-75
Mast	EIF3E	4.384974036375918e-21	0.28087693592465424	0.708	0.578	9.582922259095931e-17
Mast	RPL34	5.1075480054370194e-37	0.27956824151010107	1	0.992	1.1162035411082062e-32
Mast	RPL14	2.0995539786814992e-39	0.27881338325701144	0.998	0.978	4.5883652650105483e-35
Mast	MAPK1	3.3914244083236594e-32	0.2781366647387289	0.329	0.15	7.411618901950525e-28
Mast	VAMP8	5.939636377396165e-32	0.27812566555918117	0.624	0.396	1.2980481339161578e-27
Mast	HSPA5	6.655187403344608e-9	0.2780265703452802	0.737	0.705	1.4544246551269306e-4
Mast	FCER1G	9.227109694107485e-89	0.27786508019987693	0.251	0.051	2.0164925525502497e-84
Mast	POMP	8.125479220355527e-19	0.274762066718373	0.579	0.446	1.775742228816497e-14
Mast	FERMT2	0	0.2734253774373097	0.214	0.008	0
Mast	HIF1A	8.100307174503309e-33	0.27282016085847977	0.466	0.244	1.770241129915953e-28
Mast	RHBDD2	1.6710869543083714e-66	0.2726939954207003	0.271	0.073	3.651993429945515e-62
Mast	TXN	3.086840128753398e-22	0.27152318822717636	0.653	0.497	6.745980417377676e-18
Mast	COL18A1	9.115548522197248e-115	0.27075199541929856	0.216	0.032	1.9921119740409866e-110
Mast	CPEB4	3.02713380627441e-18	0.2702557834927705	0.405	0.262	6.615498220232095e-14
Mast	GSN	4.898280760200005e-47	0.2697530759553247	0.294	0.099	1.070470277334109e-42
Mast	RASSF5	5.036977082990722e-32	0.2695664399310399	0.417	0.214	1.1007809717167924e-27
Mast	TPSD1	0	0.2680219688475969	0.214	0	0
Mast	ADGRE2	2.6996558017063977e-118	0.26759528887734413	0.271	0.046	5.8998277890491615e-114
Mast	IRS2	2.4714122497694445e-32	0.2673839042969975	0.4	0.191	5.4010243306461445e-28
Mast	LCP2	1.982166029433186e-24	0.26669452753196127	0.407	0.222	4.331825640723285e-20
Mast	ACTR3	3.447657216015245e-17	0.2666180000748972	0.591	0.442	7.534510079879717e-13
Mast	THBS1	1.0176615623134257e-27	0.2653752544118617	0.175	0.059	2.2239975782797604e-23
Mast	KIAA1549	0	0.26473566066714427	0.203	0.002	0
Mast	SMIM1	8.057159909364888e-70	0.2644250876642192	0.193	0.039	1.7608117265926025e-65
Mast	CADPS	0	0.263594845814786	0.214	0.002	0
Mast	KLF4	9.996077417888317e-33	0.2628712334958274	0.304	0.126	2.184542758905313e-28
Mast	CAVIN1	0	0.2626140873136095	0.181	0.006	0
Mast	HSPD1	2.1747705230552643e-5	0.262236662952104	0.593	0.554	0.47527435010849745
Mast	PHF20	1.4237929411383866e-29	0.26040921358394864	0.355	0.173	3.11155709356383e-25
Mast	WSB1	1.8622481088714883e-19	0.2602633985632462	0.595	0.426	4.069757017127751e-15
Mast	MRPL18	8.357794062505375e-12	0.2586311193493509	0.365	0.252	1.8265123144199246e-7
Mast	P2RY14	2.123561462642712e-202	0.25680312619211954	0.216	0.019	4.6408312204593826e-198
Mast	SRI	3.4133124828685794e-20	0.25645805366161195	0.439	0.278	7.459453100060994e-16
Mast	ZC3H12A	5.586725742076304e-13	0.2559191959004044	0.296	0.185	1.2209230436733555e-8
Mast	GALC	2.0874567986384588e-175	0.2536075774926464	0.195	0.018	4.561928087744488e-171
Mast	LAPTM5	9.309705201275229e-26	0.2529925516077416	0.713	0.478	2.0345429746866887e-21
Mast	FDX1	3.313627951871004e-11	0.25275219588010933	0.296	0.196	7.241602526018892e-7
Mast	DUSP10	1.0391375204962153e-31	0.25256520230122015	0.259	0.103	2.2709311372924287e-27
Mast	MYL12A	7.379507756200803e-26	0.25116943798912383	0.848	0.647	1.6127176250401234e-21
Monocyte	LYZ	0	3.7029695506337594	0.936	0.043	0
Monocyte	CXCL8	0	3.0105844738643723	0.716	0.044	0
Monocyte	IL1B	0	2.9871487861651578	0.655	0.015	0
Monocyte	SPP1	0	2.983226576523851	0.205	0.017	0
Monocyte	S100A9	0	2.9583706692244807	0.637	0.016	0
Monocyte	HLA-DRA	0	2.8131039611233515	0.966	0.214	0
Monocyte	APOE	0	2.79871261941671	0.372	0.017	0
Monocyte	C1QB	0	2.6662409130882616	0.525	0.01	0
Monocyte	C1QA	0	2.65287994884407	0.562	0.01	0
Monocyte	HLA-DPA1	0	2.5387743136682475	0.922	0.305	0
Monocyte	HLA-DRB1	0	2.473439517967139	0.894	0.191	0
Monocyte	HLA-DPB1	0	2.4197457766837633	0.908	0.245	0
Monocyte	S100A8	0	2.2869815205404254	0.41	0.01	0
Monocyte	FTL	0	2.2781124506023978	1	0.985	0
Monocyte	TYROBP	0	2.2152023070197475	0.954	0.06	0
Monocyte	PSAP	0	2.2086743723682583	0.929	0.321	0
Monocyte	AIF1	0	2.2039754473717337	0.922	0.023	0
Monocyte	CD74	0	2.1392154212262686	0.972	0.628	0
Monocyte	C1QC	0	2.053649757459802	0.506	0.004	0
Monocyte	G0S2	0	2.0073812793901356	0.483	0.032	0
Monocyte	CXCL2	0	2.0044574531374737	0.555	0.012	0
Monocyte	EREG	0	1.9801984753220554	0.423	0.008	0
Monocyte	HLA-DRB5	0	1.936999794749528	0.825	0.139	0
Monocyte	SAT1	0	1.8675009255210977	0.99	0.583	0
Monocyte	CD14	0	1.841444474321986	0.728	0.006	0
Monocyte	GLUL	0	1.8004659469171893	0.846	0.079	0
Monocyte	CCL3	0	1.791148278764214	0.522	0.068	0
Monocyte	MMP12	0	1.7723163346255602	0.181	0.004	0
Monocyte	FTH1	0	1.754370219277704	0.973	0.606	0
Monocyte	SELENOP	0	1.7481219194587714	0.299	0.045	0
Monocyte	CXCL3	0	1.7243258319849784	0.437	0.011	0
Monocyte	CTSZ	0	1.7236566426829403	0.892	0.259	0
Monocyte	IER3	0	1.7062512645434484	0.812	0.251	0
Monocyte	GRN	0	1.7029025712244419	0.888	0.121	0
Monocyte	S100A11	0	1.680208995864498	0.956	0.419	0
Monocyte	TIMP1	0	1.6674930925455294	0.725	0.27	0
Monocyte	FGL2	0	1.6530761002587584	0.805	0.068	0
Monocyte	CD68	0	1.6454360431547879	0.787	0.025	0
Monocyte	CTSL	0	1.5479537954916327	0.537	0.025	0
Monocyte	APOC1	0	1.5271498180186196	0.321	0.006	0
Monocyte	CPVL	0	1.516405661750091	0.758	0.005	0
Monocyte	GPNMB	0	1.4991892562607925	0.375	0.005	0
Monocyte	THBS1	0	1.4783864702026446	0.362	0.029	0
Monocyte	BCL2A1	0	1.4717677447148843	0.7	0.102	0
Monocyte	MS4A6A	0	1.4507093852805233	0.722	0.003	0
Monocyte	LITAF	0	1.4471734843654827	0.905	0.271	0
Monocyte	CYBB	0	1.4339712298572547	0.811	0.065	0
Monocyte	TYMP	0	1.4323235005684614	0.83	0.185	0
Monocyte	RNASE1	0	1.4285561150848933	0.251	0.008	0
Monocyte	PLEK	0	1.427753539672578	0.766	0.107	0
Monocyte	C5AR1	0	1.427662064016031	0.674	0.004	0
Monocyte	PTGS2	0	1.4082335777138493	0.572	0.016	0
Monocyte	CEBPD	0	1.392414228986028	0.773	0.066	0
Monocyte	HLA-DQB1	0	1.3894687611041912	0.756	0.1	0
Monocyte	CTSS	0	1.3893037283587555	0.864	0.177	0
Monocyte	CCL18	0	1.385430196122494	0.116	0.003	0
Monocyte	FCGRT	0	1.3788618542035818	0.819	0.105	0
Monocyte	LGMN	0	1.375926521011849	0.538	0.057	0
Monocyte	ACTB	0	1.373306856963747	1	0.89	0
Monocyte	CEBPB	0	1.357872994847089	0.855	0.258	0
Monocyte	COTL1	0	1.3535530899631967	0.902	0.33	0
Monocyte	MAFB	0	1.3249143416617448	0.654	0.01	0
Monocyte	FCGR3A	0	1.3187634702893993	0.502	0.013	0
Monocyte	HLA-DQA1	0	1.312510865297189	0.708	0.118	0
Monocyte	SLC40A1	0	1.311342761648168	0.366	0.024	0
Monocyte	MRC1	0	1.3074381061994038	0.545	0.004	0
Monocyte	LGALS1	0	1.3056987641373468	0.861	0.465	0
Monocyte	AC020656.1	0	1.3024933593314427	0.646	0.005	0
Monocyte	MARCKS	0	1.2872056335929245	0.741	0.214	0
Monocyte	SGK1	0	1.2753361090223367	0.712	0.122	0
Monocyte	NAMPT	0	1.2508924090231721	0.774	0.143	0
Monocyte	VCAN	0	1.2503406926139893	0.355	0.002	0
Monocyte	HLA-DMB	0	1.2462644189957872	0.769	0.065	0
Monocyte	LAPTM5	0	1.2346967243014375	0.94	0.433	0
Monocyte	TGFBI	0	1.227379896072218	0.698	0.011	0
Monocyte	TMEM176B	0	1.2229407892454738	0.612	0.022	0
Monocyte	MPEG1	0	1.2207250643731207	0.723	0.014	0
Monocyte	ITGB2	0	1.2166176817742316	0.829	0.19	0
Monocyte	ANXA5	0	1.205727595513621	0.863	0.282	0
Monocyte	MMP9	0	1.1993847561847606	0.28	0.007	0
Monocyte	GPR183	0	1.1890586623063184	0.785	0.351	0
Monocyte	KCTD12	0	1.1797305834707386	0.733	0.042	0
Monocyte	MNDA	0	1.1735053572824832	0.666	0.01	0
Monocyte	ANXA2	0	1.1682716124677488	0.787	0.218	0
Monocyte	AREG	4.022241515908009e-288	1.1627228207953233	0.557	0.298	8.790206608865363e-284
Monocyte	LST1	0	1.1485734412416801	0.768	0.033	0
